Bus Voltage,Power,Current
4.58 V,252.00 mW,70.50 mA
4.58 V,330.00 mW,82.50 mA
4.26 V,462.00 mW,132.30 mA
4.23 V,564.00 mW,133.00 mA
4.23 V,564.00 mW,133.20 mA
4.24 V,564.00 mW,133.00 mA
4.23 V,564.00 mW,133.30 mA
4.23 V,564.00 mW,133.00 mA
4.24 V,560.00 mW,132.80 mA
4.23 V,560.00 mW,132.30 mA
4.22 V,564.00 mW,132.90 mA
4.23 V,564.00 mW,132.50 mA
4.23 V,560.00 mW,132.90 mA
4.24 V,560.00 mW,132.90 mA
4.24 V,564.00 mW,132.90 mA
4.23 V,564.00 mW,132.90 mA
4.24 V,564.00 mW,133.00 mA
4.24 V,564.00 mW,132.80 mA
4.23 V,564.00 mW,133.10 mA
4.23 V,560.00 mW,132.60 mA
4.24 V,560.00 mW,133.00 mA
4.24 V,560.00 mW,132.70 mA
4.23 V,564.00 mW,133.30 mA
4.24 V,560.00 mW,133.10 mA
4.23 V,564.00 mW,133.10 mA
4.24 V,564.00 mW,132.90 mA
4.23 V,566.00 mW,133.50 mA
4.23 V,564.00 mW,132.90 mA
4.24 V,564.00 mW,132.70 mA
4.23 V,560.00 mW,132.50 mA
4.23 V,560.00 mW,133.00 mA
4.23 V,560.00 mW,132.90 mA
4.23 V,560.00 mW,133.00 mA
4.23 V,564.00 mW,133.00 mA
4.24 V,564.00 mW,133.50 mA
4.23 V,564.00 mW,132.70 mA
4.23 V,564.00 mW,133.10 mA
4.23 V,560.00 mW,132.70 mA
4.23 V,564.00 mW,132.90 mA
4.23 V,564.00 mW,132.50 mA
4.24 V,560.00 mW,132.40 mA
4.23 V,560.00 mW,132.20 mA
4.23 V,564.00 mW,133.80 mA
4.24 V,564.00 mW,133.10 mA
4.24 V,560.00 mW,133.80 mA
4.24 V,564.00 mW,132.80 mA
4.23 V,564.00 mW,133.10 mA
4.23 V,564.00 mW,132.70 mA
4.24 V,560.00 mW,132.80 mA
4.24 V,560.00 mW,132.70 mA
4.24 V,564.00 mW,133.10 mA
4.23 V,564.00 mW,133.10 mA
4.24 V,564.00 mW,133.20 mA
4.24 V,564.00 mW,133.10 mA
4.23 V,564.00 mW,133.30 mA
4.24 V,564.00 mW,133.20 mA
4.23 V,564.00 mW,132.50 mA
4.23 V,564.00 mW,132.70 mA
4.23 V,564.00 mW,133.10 mA
4.24 V,564.00 mW,132.40 mA
4.23 V,560.00 mW,132.70 mA
4.23 V,564.00 mW,133.00 mA
4.23 V,564.00 mW,132.70 mA
4.24 V,564.00 mW,132.80 mA
4.24 V,564.00 mW,133.00 mA
4.23 V,564.00 mW,132.70 mA
4.23 V,564.00 mW,133.20 mA
4.24 V,564.00 mW,132.80 mA
4.23 V,560.00 mW,132.70 mA
4.24 V,564.00 mW,132.00 mA
4.23 V,564.00 mW,133.40 mA
4.24 V,564.00 mW,133.00 mA
4.23 V,564.00 mW,133.10 mA
4.23 V,564.00 mW,132.80 mA
4.24 V,564.00 mW,133.30 mA
4.23 V,564.00 mW,132.50 mA
4.23 V,560.00 mW,132.90 mA
4.24 V,560.00 mW,132.60 mA
4.23 V,560.00 mW,133.10 mA
4.23 V,564.00 mW,132.90 mA
4.24 V,560.00 mW,133.00 mA
4.24 V,564.00 mW,133.70 mA
4.24 V,564.00 mW,133.40 mA
4.23 V,564.00 mW,133.10 mA
4.23 V,564.00 mW,132.70 mA
4.23 V,564.00 mW,132.70 mA
4.23 V,560.00 mW,132.90 mA
4.23 V,564.00 mW,132.90 mA
4.23 V,560.00 mW,132.80 mA
4.23 V,564.00 mW,132.90 mA
