Bus Voltage,Power,Current
4.59 V,304.00 mW,71.10 mA
4.58 V,324.00 mW,96.40 mA
4.16 V,494.00 mW,152.10 mA
4.11 V,642.00 mW,155.60 mA
4.11 V,638.00 mW,155.70 mA
4.11 V,642.00 mW,155.30 mA
4.11 V,638.00 mW,155.30 mA
4.11 V,642.00 mW,155.30 mA
4.11 V,638.00 mW,155.20 mA
4.10 V,638.00 mW,155.20 mA
4.10 V,636.00 mW,154.80 mA
4.11 V,642.00 mW,155.60 mA
4.11 V,638.00 mW,155.40 mA
4.12 V,638.00 mW,155.50 mA
4.11 V,638.00 mW,155.60 mA
4.11 V,638.00 mW,155.50 mA
4.11 V,636.00 mW,155.10 mA
4.10 V,638.00 mW,156.20 mA
4.11 V,638.00 mW,155.30 mA
4.11 V,638.00 mW,155.50 mA
4.11 V,636.00 mW,155.30 mA
4.11 V,638.00 mW,155.20 mA
4.11 V,636.00 mW,155.30 mA
4.11 V,638.00 mW,155.60 mA
4.11 V,638.00 mW,155.40 mA
4.11 V,638.00 mW,155.30 mA
4.11 V,636.00 mW,155.40 mA
4.11 V,638.00 mW,154.90 mA
4.11 V,636.00 mW,154.90 mA
4.11 V,636.00 mW,155.20 mA
4.11 V,638.00 mW,155.40 mA
4.11 V,642.00 mW,155.80 mA
4.11 V,638.00 mW,154.90 mA
4.11 V,642.00 mW,155.30 mA
4.11 V,642.00 mW,155.50 mA
4.10 V,642.00 mW,155.90 mA
4.11 V,638.00 mW,154.90 mA
4.11 V,638.00 mW,155.10 mA
4.11 V,638.00 mW,155.20 mA
4.11 V,638.00 mW,155.20 mA
4.11 V,638.00 mW,155.20 mA
4.11 V,642.00 mW,155.10 mA
4.11 V,638.00 mW,155.80 mA
4.11 V,638.00 mW,155.90 mA
4.11 V,638.00 mW,155.50 mA
4.11 V,638.00 mW,155.30 mA
4.11 V,636.00 mW,154.80 mA
4.11 V,638.00 mW,155.10 mA
4.11 V,636.00 mW,154.90 mA
4.11 V,638.00 mW,155.70 mA
4.11 V,638.00 mW,155.60 mA
4.11 V,638.00 mW,155.20 mA
4.11 V,638.00 mW,155.60 mA
4.11 V,638.00 mW,155.30 mA
4.11 V,638.00 mW,155.30 mA
4.11 V,638.00 mW,154.70 mA
4.11 V,636.00 mW,155.10 mA
4.11 V,638.00 mW,154.50 mA
4.10 V,638.00 mW,155.10 mA
4.11 V,638.00 mW,155.20 mA
4.11 V,642.00 mW,155.10 mA
4.11 V,642.00 mW,155.70 mA
