Bus Voltage,Power,Current
4.71 V,286.00 mW,70.30 mA
4.70 V,334.00 mW,97.00 mA
4.16 V,554.00 mW,199.30 mA
3.96 V,812.00 mW,205.20 mA
3.99 V,820.00 mW,205.50 mA
4.00 V,820.00 mW,205.00 mA
4.01 V,822.00 mW,204.80 mA
4.00 V,822.00 mW,204.70 mA
4.01 V,822.00 mW,205.20 mA
4.01 V,820.00 mW,204.80 mA
4.02 V,820.00 mW,204.70 mA
4.02 V,820.00 mW,204.30 mA
4.02 V,822.00 mW,205.40 mA
4.02 V,822.00 mW,205.10 mA
4.04 V,826.00 mW,204.80 mA
4.02 V,826.00 mW,204.80 mA
4.02 V,822.00 mW,205.40 mA
4.02 V,826.00 mW,204.60 mA
4.03 V,822.00 mW,204.60 mA
4.03 V,826.00 mW,204.30 mA
4.02 V,826.00 mW,206.00 mA
4.02 V,826.00 mW,205.10 mA
4.03 V,826.00 mW,205.00 mA
4.04 V,826.00 mW,204.40 mA
4.03 V,826.00 mW,205.40 mA
4.03 V,826.00 mW,204.60 mA
4.03 V,826.00 mW,204.60 mA
4.03 V,826.00 mW,204.40 mA
4.03 V,826.00 mW,204.70 mA
4.03 V,826.00 mW,204.30 mA
4.03 V,822.00 mW,204.90 mA
4.04 V,826.00 mW,204.60 mA
4.04 V,826.00 mW,205.20 mA
4.04 V,830.00 mW,204.70 mA
4.04 V,826.00 mW,204.90 mA
4.04 V,826.00 mW,204.40 mA
4.03 V,826.00 mW,204.90 mA
4.04 V,826.00 mW,204.40 mA
4.03 V,826.00 mW,204.40 mA
4.04 V,826.00 mW,204.00 mA
4.04 V,826.00 mW,204.80 mA
4.04 V,830.00 mW,204.80 mA
4.04 V,826.00 mW,205.00 mA
4.04 V,830.00 mW,204.50 mA
4.04 V,830.00 mW,205.10 mA
4.04 V,830.00 mW,204.80 mA
4.04 V,826.00 mW,204.50 mA
4.04 V,826.00 mW,204.30 mA
4.04 V,830.00 mW,204.70 mA
4.04 V,826.00 mW,204.70 mA
4.04 V,826.00 mW,205.20 mA
4.04 V,830.00 mW,204.80 mA
4.04 V,830.00 mW,205.50 mA
4.04 V,830.00 mW,205.20 mA
4.04 V,830.00 mW,204.50 mA
4.04 V,826.00 mW,204.50 mA
4.04 V,826.00 mW,204.80 mA
4.04 V,830.00 mW,205.50 mA
4.04 V,826.00 mW,204.70 mA
4.04 V,830.00 mW,204.50 mA
4.04 V,830.00 mW,205.20 mA
4.04 V,830.00 mW,204.90 mA
4.05 V,830.00 mW,204.60 mA
4.04 V,830.00 mW,204.60 mA
4.04 V,826.00 mW,204.90 mA
4.04 V,830.00 mW,204.20 mA
4.04 V,826.00 mW,203.90 mA
4.04 V,830.00 mW,204.20 mA
4.04 V,826.00 mW,204.50 mA
4.05 V,830.00 mW,204.90 mA
4.04 V,826.00 mW,204.90 mA
4.04 V,830.00 mW,204.80 mA
4.05 V,830.00 mW,205.00 mA
4.04 V,830.00 mW,204.60 mA
4.05 V,826.00 mW,204.80 mA
4.04 V,830.00 mW,204.90 mA
4.05 V,826.00 mW,205.10 mA
4.04 V,830.00 mW,204.40 mA
4.05 V,830.00 mW,204.80 mA
4.04 V,830.00 mW,204.70 mA
4.05 V,830.00 mW,205.30 mA
4.05 V,832.00 mW,204.20 mA
4.05 V,830.00 mW,204.30 mA
4.04 V,830.00 mW,204.00 mA
4.04 V,830.00 mW,204.30 mA
4.05 V,830.00 mW,204.40 mA
4.05 V,826.00 mW,204.30 mA
4.05 V,830.00 mW,204.60 mA
4.04 V,830.00 mW,205.00 mA
4.05 V,830.00 mW,204.60 mA
4.05 V,830.00 mW,204.80 mA
4.05 V,832.00 mW,204.70 mA
4.04 V,830.00 mW,204.60 mA
4.04 V,830.00 mW,204.40 mA
4.05 V,826.00 mW,204.40 mA
4.05 V,830.00 mW,204.50 mA
4.05 V,830.00 mW,204.90 mA
4.05 V,830.00 mW,204.70 mA
4.05 V,830.00 mW,204.90 mA
4.05 V,830.00 mW,204.70 mA
4.05 V,830.00 mW,205.30 mA
4.05 V,832.00 mW,204.60 mA
4.05 V,826.00 mW,204.20 mA
4.05 V,830.00 mW,204.10 mA
4.05 V,830.00 mW,204.30 mA
4.04 V,830.00 mW,204.90 mA
4.05 V,830.00 mW,205.10 mA
4.06 V,830.00 mW,204.20 mA
4.05 V,830.00 mW,205.00 mA
4.05 V,830.00 mW,204.90 mA
4.06 V,830.00 mW,204.20 mA
4.05 V,830.00 mW,204.20 mA
4.04 V,830.00 mW,204.90 mA
4.05 V,830.00 mW,204.60 mA
4.05 V,830.00 mW,204.80 mA
4.04 V,830.00 mW,204.70 mA
4.05 V,830.00 mW,204.60 mA
4.05 V,830.00 mW,204.60 mA
4.05 V,830.00 mW,204.90 mA
4.06 V,832.00 mW,204.80 mA
4.05 V,830.00 mW,204.50 mA
4.05 V,830.00 mW,204.80 mA
4.05 V,830.00 mW,204.20 mA
4.05 V,832.00 mW,204.20 mA
4.05 V,830.00 mW,204.50 mA
4.06 V,832.00 mW,204.70 mA
4.06 V,830.00 mW,204.70 mA
4.06 V,830.00 mW,204.50 mA
4.05 V,830.00 mW,205.10 mA
4.05 V,832.00 mW,204.50 mA
4.05 V,826.00 mW,205.20 mA
4.05 V,830.00 mW,204.00 mA
4.05 V,826.00 mW,204.70 mA
4.05 V,832.00 mW,204.80 mA
4.05 V,830.00 mW,204.40 mA
4.06 V,832.00 mW,204.70 mA
4.06 V,830.00 mW,204.40 mA
4.05 V,832.00 mW,204.90 mA
4.05 V,830.00 mW,204.70 mA
4.05 V,832.00 mW,204.30 mA
4.05 V,830.00 mW,204.60 mA
4.05 V,830.00 mW,204.50 mA
4.05 V,830.00 mW,204.20 mA
4.05 V,830.00 mW,204.80 mA
4.05 V,832.00 mW,205.20 mA
4.06 V,830.00 mW,204.20 mA
4.06 V,830.00 mW,204.80 mA
4.06 V,832.00 mW,204.40 mA
4.05 V,832.00 mW,204.80 mA
4.05 V,832.00 mW,204.30 mA
4.06 V,830.00 mW,204.20 mA
4.06 V,830.00 mW,204.40 mA
4.06 V,830.00 mW,204.60 mA
4.06 V,832.00 mW,204.60 mA
4.06 V,832.00 mW,204.60 mA
4.06 V,832.00 mW,204.80 mA
4.70 V,334.00 mW,71.60 mA
4.06 V,830.00 mW,204.90 mA
4.06 V,830.00 mW,204.40 mA
4.06 V,830.00 mW,204.40 mA
4.06 V,830.00 mW,204.50 mA
4.05 V,830.00 mW,204.70 mA
4.06 V,830.00 mW,204.80 mA
4.06 V,832.00 mW,204.60 mA
4.06 V,830.00 mW,205.00 mA
4.05 V,832.00 mW,205.00 mA
4.06 V,830.00 mW,205.00 mA
4.05 V,832.00 mW,205.20 mA
4.06 V,830.00 mW,204.30 mA
4.06 V,830.00 mW,205.30 mA
4.06 V,830.00 mW,204.20 mA
4.05 V,830.00 mW,204.60 mA
4.06 V,830.00 mW,204.90 mA
4.06 V,830.00 mW,205.40 mA
4.06 V,832.00 mW,204.80 mA
4.06 V,832.00 mW,204.70 mA
4.06 V,832.00 mW,204.60 mA
4.05 V,830.00 mW,205.20 mA
4.06 V,830.00 mW,204.20 mA
4.05 V,832.00 mW,204.20 mA
4.06 V,830.00 mW,204.70 mA
4.06 V,830.00 mW,205.50 mA
4.06 V,830.00 mW,204.50 mA
4.06 V,832.00 mW,204.60 mA
4.06 V,832.00 mW,204.90 mA
4.06 V,830.00 mW,205.00 mA
4.06 V,830.00 mW,204.10 mA
4.05 V,830.00 mW,204.70 mA
4.06 V,832.00 mW,204.50 mA
4.06 V,830.00 mW,205.00 mA
4.06 V,830.00 mW,204.40 mA
4.06 V,832.00 mW,204.60 mA
4.06 V,832.00 mW,204.70 mA
4.06 V,830.00 mW,205.50 mA
4.06 V,832.00 mW,204.80 mA
4.06 V,832.00 mW,204.80 mA
4.06 V,830.00 mW,204.30 mA
4.06 V,830.00 mW,204.30 mA
4.06 V,830.00 mW,204.80 mA
4.05 V,832.00 mW,204.50 mA
4.06 V,830.00 mW,204.30 mA
4.06 V,832.00 mW,204.80 mA
4.06 V,832.00 mW,204.70 mA
4.06 V,832.00 mW,204.60 mA
4.05 V,832.00 mW,204.30 mA
4.06 V,830.00 mW,205.30 mA
4.06 V,832.00 mW,204.00 mA
4.06 V,832.00 mW,204.60 mA
4.06 V,830.00 mW,204.70 mA
4.06 V,830.00 mW,205.20 mA
4.06 V,832.00 mW,204.80 mA
4.06 V,830.00 mW,204.80 mA
4.06 V,832.00 mW,204.50 mA
4.06 V,832.00 mW,204.80 mA
4.06 V,830.00 mW,204.20 mA
4.06 V,832.00 mW,204.20 mA
4.06 V,830.00 mW,205.10 mA
4.06 V,830.00 mW,205.00 mA
4.06 V,830.00 mW,204.20 mA
4.06 V,832.00 mW,204.60 mA
4.06 V,832.00 mW,204.70 mA
4.06 V,830.00 mW,205.40 mA
4.06 V,832.00 mW,204.80 mA
4.06 V,832.00 mW,204.50 mA
4.06 V,832.00 mW,204.70 mA
4.06 V,830.00 mW,204.70 mA
4.06 V,830.00 mW,204.20 mA
4.05 V,830.00 mW,204.40 mA
4.06 V,832.00 mW,204.30 mA
4.06 V,832.00 mW,205.30 mA
4.06 V,832.00 mW,204.80 mA
4.06 V,830.00 mW,205.00 mA
4.06 V,832.00 mW,204.80 mA
4.06 V,832.00 mW,205.00 mA
4.06 V,830.00 mW,204.30 mA
4.06 V,830.00 mW,204.10 mA
4.06 V,830.00 mW,203.80 mA
4.06 V,830.00 mW,205.00 mA
4.06 V,832.00 mW,204.40 mA
4.06 V,830.00 mW,205.40 mA
4.06 V,832.00 mW,204.70 mA
4.06 V,832.00 mW,205.00 mA
4.06 V,832.00 mW,204.20 mA
4.06 V,830.00 mW,204.60 mA
4.06 V,830.00 mW,204.20 mA
4.06 V,830.00 mW,205.20 mA
4.06 V,830.00 mW,204.60 mA
4.06 V,830.00 mW,205.10 mA
4.06 V,832.00 mW,204.70 mA
4.06 V,832.00 mW,205.60 mA
4.06 V,832.00 mW,204.80 mA
4.06 V,832.00 mW,204.40 mA
4.06 V,830.00 mW,204.40 mA
4.06 V,832.00 mW,204.70 mA
4.06 V,830.00 mW,204.30 mA
4.06 V,830.00 mW,204.20 mA
4.06 V,830.00 mW,204.70 mA
4.06 V,832.00 mW,205.30 mA
4.06 V,832.00 mW,204.40 mA
4.05 V,832.00 mW,204.50 mA
4.06 V,832.00 mW,204.80 mA
4.06 V,832.00 mW,204.50 mA
4.06 V,830.00 mW,204.00 mA
4.06 V,832.00 mW,204.70 mA
4.06 V,832.00 mW,204.00 mA
4.06 V,830.00 mW,205.00 mA
4.06 V,832.00 mW,204.70 mA
4.06 V,830.00 mW,204.90 mA
4.06 V,832.00 mW,204.70 mA
4.06 V,830.00 mW,205.20 mA
4.06 V,832.00 mW,204.50 mA
4.06 V,830.00 mW,205.40 mA
4.06 V,832.00 mW,204.50 mA
4.06 V,830.00 mW,204.80 mA
4.06 V,830.00 mW,204.60 mA
4.06 V,832.00 mW,205.10 mA
4.06 V,832.00 mW,204.30 mA
4.06 V,836.00 mW,205.80 mA
4.06 V,832.00 mW,204.80 mA
4.06 V,832.00 mW,204.60 mA
4.06 V,832.00 mW,204.20 mA
4.06 V,830.00 mW,205.10 mA
4.06 V,832.00 mW,204.40 mA
4.06 V,832.00 mW,204.60 mA
4.06 V,832.00 mW,204.50 mA
4.06 V,832.00 mW,205.10 mA
4.06 V,832.00 mW,204.70 mA
4.06 V,832.00 mW,205.00 mA
4.06 V,832.00 mW,204.20 mA
4.06 V,830.00 mW,205.10 mA
4.06 V,830.00 mW,204.10 mA
4.06 V,832.00 mW,204.50 mA
4.06 V,830.00 mW,204.40 mA
4.06 V,830.00 mW,204.90 mA
4.06 V,830.00 mW,204.30 mA
4.06 V,832.00 mW,205.00 mA
4.06 V,832.00 mW,204.60 mA
4.07 V,832.00 mW,205.10 mA
4.06 V,832.00 mW,204.80 mA
4.06 V,832.00 mW,204.20 mA
4.06 V,832.00 mW,204.40 mA
4.06 V,832.00 mW,204.70 mA
4.06 V,830.00 mW,204.70 mA
4.06 V,832.00 mW,205.10 mA
4.06 V,832.00 mW,204.50 mA
4.06 V,832.00 mW,205.10 mA
4.06 V,832.00 mW,204.60 mA
4.06 V,832.00 mW,204.80 mA
4.06 V,832.00 mW,204.70 mA
4.06 V,830.00 mW,204.80 mA
4.70 V,328.00 mW,70.20 mA
4.06 V,830.00 mW,204.70 mA
4.06 V,832.00 mW,204.40 mA
4.06 V,830.00 mW,204.90 mA
4.06 V,832.00 mW,205.30 mA
4.06 V,832.00 mW,205.50 mA
4.06 V,832.00 mW,204.80 mA
4.06 V,832.00 mW,204.60 mA
4.07 V,832.00 mW,204.20 mA
4.06 V,832.00 mW,204.90 mA
4.06 V,832.00 mW,204.20 mA
4.06 V,832.00 mW,204.40 mA
4.06 V,832.00 mW,204.30 mA
4.06 V,832.00 mW,204.90 mA
4.06 V,832.00 mW,204.70 mA
4.07 V,832.00 mW,204.90 mA
4.07 V,832.00 mW,204.70 mA
4.06 V,832.00 mW,205.10 mA
4.06 V,832.00 mW,204.40 mA
4.07 V,832.00 mW,204.60 mA
4.06 V,830.00 mW,204.00 mA
4.06 V,832.00 mW,204.80 mA
4.06 V,832.00 mW,205.20 mA
4.07 V,832.00 mW,204.80 mA
4.07 V,832.00 mW,204.50 mA
4.06 V,832.00 mW,205.30 mA
4.07 V,832.00 mW,204.60 mA
4.06 V,830.00 mW,204.80 mA
4.06 V,832.00 mW,204.20 mA
4.06 V,832.00 mW,204.10 mA
4.06 V,832.00 mW,204.40 mA
4.06 V,832.00 mW,204.10 mA
4.06 V,830.00 mW,204.70 mA
4.06 V,832.00 mW,205.10 mA
4.07 V,836.00 mW,204.30 mA
4.06 V,832.00 mW,204.60 mA
4.06 V,832.00 mW,204.60 mA
4.06 V,830.00 mW,204.40 mA
4.06 V,832.00 mW,204.50 mA
4.06 V,832.00 mW,204.00 mA
4.07 V,830.00 mW,204.20 mA
4.07 V,832.00 mW,204.90 mA
4.07 V,832.00 mW,204.90 mA
4.07 V,832.00 mW,205.00 mA
4.07 V,832.00 mW,204.40 mA
4.06 V,832.00 mW,205.10 mA
4.06 V,832.00 mW,204.50 mA
4.07 V,830.00 mW,204.50 mA
4.07 V,832.00 mW,204.10 mA
4.06 V,832.00 mW,205.30 mA
4.07 V,832.00 mW,204.40 mA
4.07 V,832.00 mW,204.90 mA
4.07 V,832.00 mW,205.00 mA
4.06 V,832.00 mW,205.40 mA
4.06 V,836.00 mW,204.90 mA
4.06 V,832.00 mW,204.60 mA
4.07 V,832.00 mW,203.90 mA
4.06 V,832.00 mW,204.60 mA
4.06 V,832.00 mW,204.40 mA
4.06 V,832.00 mW,205.50 mA
4.06 V,832.00 mW,204.50 mA
4.06 V,832.00 mW,204.90 mA
4.07 V,838.00 mW,204.80 mA
4.07 V,832.00 mW,204.30 mA
4.06 V,832.00 mW,204.60 mA
4.06 V,832.00 mW,204.50 mA
4.07 V,832.00 mW,204.50 mA
4.06 V,830.00 mW,204.50 mA
4.06 V,832.00 mW,204.50 mA
4.06 V,832.00 mW,204.80 mA
4.07 V,836.00 mW,204.80 mA
4.07 V,832.00 mW,204.80 mA
4.07 V,832.00 mW,204.60 mA
4.06 V,832.00 mW,204.80 mA
4.06 V,832.00 mW,204.40 mA
4.07 V,832.00 mW,204.40 mA
4.06 V,832.00 mW,204.30 mA
4.06 V,830.00 mW,205.30 mA
4.06 V,832.00 mW,204.60 mA
4.07 V,832.00 mW,204.50 mA
4.07 V,832.00 mW,204.80 mA
4.07 V,832.00 mW,205.00 mA
4.07 V,836.00 mW,204.70 mA
4.06 V,832.00 mW,204.50 mA
4.06 V,832.00 mW,203.80 mA
4.07 V,832.00 mW,204.70 mA
4.06 V,832.00 mW,204.60 mA
4.07 V,830.00 mW,204.30 mA
4.07 V,832.00 mW,204.90 mA
4.06 V,832.00 mW,204.70 mA
4.06 V,836.00 mW,204.80 mA
4.07 V,832.00 mW,204.70 mA
4.07 V,832.00 mW,204.60 mA
4.06 V,832.00 mW,204.90 mA
4.07 V,832.00 mW,204.70 mA
4.06 V,830.00 mW,204.20 mA
