Bus Voltage,Power,Current
4.57 V,206.00 mW,70.80 mA
4.58 V,330.00 mW,70.60 mA
4.22 V,530.00 mW,149.00 mA
4.13 V,620.00 mW,150.10 mA
4.13 V,620.00 mW,150.00 mA
4.13 V,620.00 mW,149.80 mA
4.13 V,620.00 mW,150.20 mA
4.13 V,622.00 mW,150.40 mA
4.14 V,622.00 mW,150.50 mA
4.14 V,620.00 mW,150.60 mA
4.13 V,622.00 mW,150.20 mA
4.13 V,622.00 mW,149.90 mA
4.14 V,620.00 mW,150.10 mA
4.14 V,620.00 mW,149.80 mA
4.13 V,620.00 mW,149.80 mA
4.13 V,620.00 mW,150.10 mA
4.14 V,620.00 mW,150.10 mA
4.14 V,620.00 mW,150.00 mA
4.14 V,622.00 mW,150.50 mA
4.14 V,622.00 mW,150.30 mA
4.14 V,622.00 mW,150.50 mA
4.14 V,620.00 mW,149.90 mA
4.12 V,622.00 mW,150.80 mA
4.13 V,620.00 mW,150.00 mA
4.13 V,620.00 mW,150.30 mA
4.13 V,620.00 mW,150.00 mA
4.13 V,622.00 mW,150.50 mA
4.14 V,622.00 mW,150.10 mA
4.13 V,620.00 mW,150.20 mA
4.14 V,620.00 mW,150.20 mA
4.13 V,622.00 mW,150.50 mA
4.13 V,622.00 mW,150.20 mA
4.13 V,620.00 mW,150.20 mA
4.13 V,622.00 mW,149.90 mA
4.13 V,620.00 mW,150.10 mA
4.13 V,620.00 mW,150.30 mA
4.14 V,622.00 mW,150.90 mA
4.14 V,622.00 mW,150.30 mA
4.14 V,622.00 mW,150.60 mA
4.13 V,622.00 mW,150.10 mA
4.14 V,622.00 mW,151.20 mA
4.13 V,620.00 mW,150.00 mA
4.13 V,620.00 mW,150.50 mA
4.13 V,620.00 mW,149.80 mA
4.13 V,620.00 mW,150.50 mA
4.14 V,620.00 mW,150.20 mA
4.14 V,622.00 mW,150.50 mA
4.14 V,622.00 mW,150.50 mA
4.14 V,622.00 mW,151.00 mA
4.13 V,622.00 mW,149.70 mA
4.13 V,620.00 mW,150.20 mA
4.13 V,622.00 mW,150.20 mA
4.13 V,620.00 mW,150.00 mA
4.13 V,620.00 mW,149.90 mA
4.13 V,620.00 mW,150.60 mA
4.13 V,622.00 mW,150.30 mA
4.14 V,622.00 mW,150.30 mA
4.13 V,622.00 mW,150.20 mA
4.13 V,622.00 mW,150.30 mA
4.13 V,622.00 mW,149.80 mA
4.13 V,620.00 mW,150.10 mA
4.13 V,620.00 mW,150.00 mA
4.13 V,620.00 mW,149.90 mA
4.13 V,620.00 mW,150.30 mA
4.14 V,622.00 mW,150.50 mA
4.14 V,622.00 mW,150.30 mA
4.13 V,622.00 mW,150.70 mA
4.14 V,622.00 mW,150.60 mA
4.14 V,620.00 mW,150.30 mA
4.14 V,620.00 mW,149.80 mA
4.13 V,620.00 mW,150.40 mA
4.14 V,620.00 mW,149.80 mA
4.13 V,620.00 mW,149.90 mA
4.13 V,620.00 mW,150.00 mA
4.13 V,620.00 mW,150.80 mA
4.13 V,622.00 mW,150.30 mA
4.14 V,620.00 mW,150.50 mA
4.13 V,626.00 mW,150.50 mA
4.13 V,622.00 mW,150.30 mA
4.13 V,622.00 mW,150.10 mA
4.13 V,620.00 mW,149.90 mA
4.13 V,620.00 mW,149.80 mA
4.14 V,620.00 mW,150.20 mA
4.13 V,620.00 mW,150.10 mA
4.13 V,622.00 mW,150.40 mA
4.13 V,620.00 mW,150.30 mA
4.14 V,620.00 mW,150.40 mA
4.13 V,622.00 mW,150.00 mA
4.13 V,620.00 mW,150.30 mA
4.14 V,620.00 mW,149.90 mA
4.13 V,620.00 mW,149.90 mA
4.13 V,620.00 mW,150.00 mA
4.13 V,620.00 mW,150.00 mA
4.14 V,622.00 mW,149.90 mA
4.13 V,622.00 mW,150.60 mA
4.14 V,622.00 mW,150.70 mA
4.14 V,620.00 mW,150.00 mA
4.14 V,620.00 mW,149.70 mA
4.13 V,620.00 mW,150.10 mA
4.13 V,622.00 mW,149.60 mA
4.13 V,620.00 mW,150.00 mA
