Bus Voltage,Power,Current
4.44 V,304.00 mW,71.40 mA
4.46 V,318.00 mW,70.90 mA
4.05 V,514.00 mW,164.40 mA
4.14 V,678.00 mW,164.40 mA
4.14 V,678.00 mW,163.80 mA
4.14 V,678.00 mW,165.80 mA
4.15 V,682.00 mW,164.00 mA
4.16 V,678.00 mW,163.30 mA
4.16 V,678.00 mW,163.00 mA
4.16 V,684.00 mW,164.20 mA
4.16 V,684.00 mW,163.90 mA
4.17 V,682.00 mW,163.90 mA
4.17 V,684.00 mW,163.70 mA
4.17 V,684.00 mW,164.70 mA
4.17 V,684.00 mW,163.80 mA
4.17 V,682.00 mW,163.60 mA
4.18 V,682.00 mW,163.30 mA
4.17 V,684.00 mW,164.60 mA
4.17 V,684.00 mW,163.90 mA
4.18 V,682.00 mW,163.90 mA
4.18 V,684.00 mW,164.40 mA
4.17 V,688.00 mW,165.00 mA
4.18 V,692.00 mW,164.50 mA
4.18 V,684.00 mW,164.00 mA
4.18 V,684.00 mW,163.50 mA
4.17 V,684.00 mW,164.80 mA
4.18 V,688.00 mW,164.60 mA
4.18 V,684.00 mW,163.70 mA
4.18 V,684.00 mW,163.70 mA
4.18 V,688.00 mW,165.00 mA
4.18 V,688.00 mW,164.40 mA
4.19 V,688.00 mW,164.40 mA
4.18 V,688.00 mW,164.40 mA
4.18 V,688.00 mW,165.10 mA
4.18 V,688.00 mW,164.50 mA
4.19 V,688.00 mW,163.80 mA
4.18 V,684.00 mW,163.40 mA
4.18 V,688.00 mW,164.80 mA
4.19 V,688.00 mW,164.10 mA
4.18 V,688.00 mW,164.20 mA
4.19 V,688.00 mW,164.10 mA
4.18 V,692.00 mW,166.00 mA
4.18 V,694.00 mW,164.60 mA
4.19 V,688.00 mW,163.80 mA
4.19 V,688.00 mW,163.70 mA
4.18 V,688.00 mW,164.70 mA
4.19 V,692.00 mW,164.10 mA
4.19 V,684.00 mW,164.60 mA
4.19 V,688.00 mW,164.10 mA
4.19 V,688.00 mW,165.30 mA
4.19 V,692.00 mW,164.70 mA
4.19 V,688.00 mW,164.30 mA
4.20 V,692.00 mW,164.10 mA
4.19 V,694.00 mW,165.10 mA
4.19 V,692.00 mW,164.80 mA
4.19 V,688.00 mW,164.70 mA
4.19 V,688.00 mW,164.00 mA
4.18 V,688.00 mW,165.30 mA
4.19 V,692.00 mW,164.50 mA
4.19 V,688.00 mW,164.10 mA
4.20 V,688.00 mW,164.40 mA
4.19 V,692.00 mW,165.60 mA
4.19 V,694.00 mW,165.20 mA
4.20 V,692.00 mW,164.60 mA
4.19 V,692.00 mW,164.10 mA
4.18 V,688.00 mW,165.00 mA
4.18 V,692.00 mW,164.80 mA
4.19 V,688.00 mW,164.20 mA
4.20 V,688.00 mW,164.10 mA
4.19 V,692.00 mW,165.90 mA
4.20 V,694.00 mW,165.40 mA
4.20 V,692.00 mW,165.10 mA
4.20 V,692.00 mW,165.00 mA
4.19 V,692.00 mW,165.90 mA
4.19 V,694.00 mW,164.60 mA
4.20 V,692.00 mW,163.90 mA
4.20 V,688.00 mW,163.80 mA
4.19 V,692.00 mW,165.60 mA
4.19 V,702.00 mW,164.90 mA
4.20 V,692.00 mW,164.90 mA
4.20 V,692.00 mW,164.50 mA
4.20 V,694.00 mW,165.70 mA
4.20 V,694.00 mW,164.90 mA
4.20 V,688.00 mW,164.40 mA
4.20 V,692.00 mW,164.20 mA
4.19 V,692.00 mW,165.40 mA
4.19 V,694.00 mW,165.10 mA
4.20 V,688.00 mW,164.80 mA
4.20 V,692.00 mW,163.80 mA
4.20 V,692.00 mW,165.50 mA
4.20 V,694.00 mW,165.00 mA
4.21 V,692.00 mW,164.70 mA
4.20 V,692.00 mW,164.20 mA
4.20 V,692.00 mW,165.30 mA
4.20 V,694.00 mW,164.50 mA
4.20 V,688.00 mW,164.40 mA
4.20 V,688.00 mW,164.60 mA
4.20 V,692.00 mW,165.00 mA
4.20 V,694.00 mW,164.80 mA
4.20 V,692.00 mW,165.00 mA
4.20 V,692.00 mW,164.40 mA
4.20 V,692.00 mW,166.10 mA
4.20 V,694.00 mW,164.60 mA
4.21 V,692.00 mW,164.30 mA
4.20 V,692.00 mW,164.10 mA
4.19 V,692.00 mW,165.50 mA
4.20 V,694.00 mW,164.30 mA
4.20 V,688.00 mW,164.10 mA
4.20 V,692.00 mW,164.50 mA
4.20 V,692.00 mW,165.60 mA
4.20 V,694.00 mW,164.90 mA
4.21 V,692.00 mW,164.70 mA
4.20 V,694.00 mW,164.20 mA
4.20 V,688.00 mW,165.00 mA
4.20 V,694.00 mW,164.70 mA
4.20 V,688.00 mW,164.20 mA
4.20 V,692.00 mW,163.80 mA
4.20 V,694.00 mW,165.50 mA
4.20 V,694.00 mW,164.80 mA
4.21 V,692.00 mW,164.40 mA
4.21 V,692.00 mW,164.60 mA
4.20 V,692.00 mW,165.80 mA
4.20 V,694.00 mW,164.70 mA
4.21 V,692.00 mW,164.60 mA
4.21 V,688.00 mW,164.30 mA
4.20 V,692.00 mW,165.10 mA
4.20 V,692.00 mW,164.70 mA
4.20 V,692.00 mW,164.70 mA
4.21 V,692.00 mW,164.40 mA
4.20 V,692.00 mW,165.70 mA
4.21 V,694.00 mW,164.60 mA
4.21 V,692.00 mW,164.50 mA
4.21 V,692.00 mW,164.30 mA
4.20 V,694.00 mW,165.80 mA
4.20 V,692.00 mW,164.50 mA
4.20 V,688.00 mW,164.00 mA
4.21 V,692.00 mW,163.90 mA
4.20 V,692.00 mW,165.20 mA
4.20 V,692.00 mW,165.30 mA
4.21 V,694.00 mW,165.00 mA
4.21 V,694.00 mW,164.40 mA
4.20 V,694.00 mW,165.40 mA
4.20 V,694.00 mW,164.30 mA
4.21 V,692.00 mW,164.40 mA
4.20 V,692.00 mW,163.90 mA
4.20 V,692.00 mW,165.00 mA
4.20 V,694.00 mW,164.80 mA
4.21 V,692.00 mW,164.80 mA
4.21 V,692.00 mW,164.50 mA
4.20 V,694.00 mW,165.40 mA
4.20 V,698.00 mW,165.10 mA
