Bus Voltage,Power,Current
4.46 V,298.00 mW,70.10 mA
4.48 V,314.00 mW,70.70 mA
4.14 V,442.00 mW,123.40 mA
4.11 V,508.00 mW,123.50 mA
4.14 V,514.00 mW,124.60 mA
4.15 V,518.00 mW,124.20 mA
4.16 V,518.00 mW,124.30 mA
4.16 V,518.00 mW,124.10 mA
4.17 V,518.00 mW,124.80 mA
4.18 V,524.00 mW,125.00 mA
4.19 V,522.00 mW,124.90 mA
4.19 V,524.00 mW,125.00 mA
4.19 V,524.00 mW,125.00 mA
4.19 V,528.00 mW,125.30 mA
4.20 V,524.00 mW,124.90 mA
4.19 V,524.00 mW,124.80 mA
4.19 V,524.00 mW,124.80 mA
4.19 V,524.00 mW,124.90 mA
4.19 V,524.00 mW,124.90 mA
4.20 V,524.00 mW,124.60 mA
4.19 V,524.00 mW,125.50 mA
4.19 V,528.00 mW,125.10 mA
4.20 V,524.00 mW,125.00 mA
4.20 V,528.00 mW,125.10 mA
4.19 V,524.00 mW,125.70 mA
4.19 V,528.00 mW,125.00 mA
4.20 V,524.00 mW,124.70 mA
4.19 V,524.00 mW,124.70 mA
4.19 V,528.00 mW,125.70 mA
4.19 V,528.00 mW,125.10 mA
4.20 V,524.00 mW,124.80 mA
4.20 V,524.00 mW,125.00 mA
4.20 V,528.00 mW,125.40 mA
4.20 V,528.00 mW,125.40 mA
4.20 V,524.00 mW,125.00 mA
4.20 V,524.00 mW,125.10 mA
4.19 V,524.00 mW,125.30 mA
4.19 V,528.00 mW,124.90 mA
4.20 V,524.00 mW,124.20 mA
4.20 V,524.00 mW,124.80 mA
4.20 V,528.00 mW,124.80 mA
4.20 V,528.00 mW,125.50 mA
4.20 V,528.00 mW,125.00 mA
4.20 V,528.00 mW,124.70 mA
4.20 V,524.00 mW,125.50 mA
4.20 V,528.00 mW,125.10 mA
4.20 V,524.00 mW,124.50 mA
4.20 V,524.00 mW,124.60 mA
4.20 V,524.00 mW,125.00 mA
4.20 V,524.00 mW,124.90 mA
4.20 V,524.00 mW,124.90 mA
4.21 V,528.00 mW,125.30 mA
4.20 V,528.00 mW,125.60 mA
4.20 V,528.00 mW,125.30 mA
4.21 V,528.00 mW,125.10 mA
4.20 V,528.00 mW,124.90 mA
4.20 V,528.00 mW,125.10 mA
4.20 V,528.00 mW,124.60 mA
4.20 V,524.00 mW,124.80 mA
4.21 V,528.00 mW,124.60 mA
4.20 V,528.00 mW,125.40 mA
4.20 V,530.00 mW,125.60 mA
4.21 V,528.00 mW,125.40 mA
4.21 V,528.00 mW,125.30 mA
4.20 V,528.00 mW,125.70 mA
4.20 V,530.00 mW,125.00 mA
4.20 V,524.00 mW,124.80 mA
4.21 V,528.00 mW,124.80 mA
4.21 V,524.00 mW,125.30 mA
4.21 V,528.00 mW,125.30 mA
4.20 V,528.00 mW,125.40 mA
4.21 V,528.00 mW,124.90 mA
4.20 V,528.00 mW,125.70 mA
4.20 V,530.00 mW,126.00 mA
4.21 V,528.00 mW,125.30 mA
4.21 V,528.00 mW,125.00 mA
4.20 V,528.00 mW,125.30 mA
4.21 V,528.00 mW,125.10 mA
4.21 V,524.00 mW,124.80 mA
4.20 V,528.00 mW,124.90 mA
4.21 V,528.00 mW,125.70 mA
4.21 V,530.00 mW,125.90 mA
4.21 V,530.00 mW,125.70 mA
4.21 V,530.00 mW,126.00 mA
4.20 V,528.00 mW,125.80 mA
4.20 V,530.00 mW,125.30 mA
4.21 V,528.00 mW,125.30 mA
4.21 V,528.00 mW,125.00 mA
4.21 V,524.00 mW,125.50 mA
4.20 V,528.00 mW,125.80 mA
4.21 V,528.00 mW,125.50 mA
4.21 V,528.00 mW,125.20 mA
4.21 V,530.00 mW,125.90 mA
4.21 V,530.00 mW,125.60 mA
4.21 V,528.00 mW,125.60 mA
4.21 V,528.00 mW,125.00 mA
4.21 V,528.00 mW,125.50 mA
4.21 V,530.00 mW,125.50 mA
4.21 V,528.00 mW,125.10 mA
4.20 V,528.00 mW,125.10 mA
4.21 V,528.00 mW,125.50 mA
4.21 V,534.00 mW,125.80 mA
4.22 V,528.00 mW,124.90 mA
4.22 V,530.00 mW,125.60 mA
4.21 V,530.00 mW,125.80 mA
4.21 V,530.00 mW,125.90 mA
4.21 V,528.00 mW,125.30 mA
4.20 V,530.00 mW,125.10 mA
4.21 V,528.00 mW,125.30 mA
