Bus Voltage,Power,Current
4.56 V,210.00 mW,71.60 mA
4.58 V,324.00 mW,69.80 mA
4.26 V,498.00 mW,135.00 mA
4.22 V,570.00 mW,135.30 mA
4.22 V,574.00 mW,134.90 mA
4.22 V,570.00 mW,134.50 mA
4.22 V,566.00 mW,134.90 mA
4.22 V,570.00 mW,135.30 mA
4.22 V,570.00 mW,135.40 mA
4.22 V,570.00 mW,135.50 mA
4.22 V,570.00 mW,135.50 mA
4.22 V,574.00 mW,135.70 mA
4.22 V,570.00 mW,135.20 mA
4.22 V,570.00 mW,135.10 mA
4.22 V,566.00 mW,134.90 mA
4.22 V,570.00 mW,135.30 mA
4.22 V,570.00 mW,134.70 mA
4.22 V,570.00 mW,135.20 mA
4.22 V,570.00 mW,135.10 mA
4.22 V,574.00 mW,135.90 mA
4.22 V,574.00 mW,135.50 mA
4.22 V,570.00 mW,135.10 mA
4.22 V,570.00 mW,134.70 mA
4.22 V,570.00 mW,135.50 mA
4.22 V,574.00 mW,134.90 mA
4.21 V,570.00 mW,135.70 mA
4.22 V,566.00 mW,135.00 mA
4.22 V,570.00 mW,135.60 mA
4.22 V,574.00 mW,135.30 mA
4.22 V,574.00 mW,135.10 mA
4.22 V,574.00 mW,135.20 mA
4.21 V,566.00 mW,135.50 mA
4.22 V,570.00 mW,135.20 mA
4.22 V,570.00 mW,135.10 mA
4.22 V,570.00 mW,134.80 mA
4.22 V,570.00 mW,135.30 mA
4.22 V,570.00 mW,135.30 mA
4.22 V,570.00 mW,135.50 mA
4.22 V,574.00 mW,135.00 mA
4.22 V,574.00 mW,135.80 mA
4.22 V,574.00 mW,135.30 mA
4.22 V,570.00 mW,135.30 mA
4.22 V,570.00 mW,135.10 mA
4.22 V,570.00 mW,134.90 mA
4.22 V,570.00 mW,135.00 mA
4.22 V,570.00 mW,135.40 mA
4.22 V,570.00 mW,135.00 mA
4.22 V,570.00 mW,135.70 mA
4.22 V,570.00 mW,135.40 mA
4.22 V,570.00 mW,135.30 mA
4.22 V,570.00 mW,135.00 mA
4.22 V,570.00 mW,135.20 mA
4.21 V,570.00 mW,135.00 mA
4.21 V,570.00 mW,135.10 mA
4.22 V,566.00 mW,135.20 mA
4.22 V,570.00 mW,135.50 mA
4.22 V,574.00 mW,135.30 mA
4.22 V,570.00 mW,135.60 mA
4.22 V,574.00 mW,135.30 mA
4.22 V,574.00 mW,135.60 mA
4.22 V,570.00 mW,135.10 mA
4.22 V,570.00 mW,135.00 mA
4.22 V,566.00 mW,134.50 mA
4.21 V,570.00 mW,135.50 mA
4.22 V,570.00 mW,135.10 mA
4.22 V,570.00 mW,135.20 mA
4.22 V,570.00 mW,135.20 mA
4.22 V,574.00 mW,135.70 mA
4.22 V,570.00 mW,135.30 mA
4.22 V,570.00 mW,135.00 mA
4.22 V,566.00 mW,135.00 mA
4.21 V,570.00 mW,135.30 mA
4.22 V,570.00 mW,134.90 mA
4.22 V,566.00 mW,135.30 mA
4.22 V,570.00 mW,135.10 mA
4.22 V,570.00 mW,135.90 mA
4.22 V,574.00 mW,135.50 mA
4.22 V,574.00 mW,135.20 mA
4.22 V,574.00 mW,135.10 mA
4.22 V,570.00 mW,135.40 mA
4.21 V,574.00 mW,135.50 mA
4.22 V,570.00 mW,135.00 mA
4.22 V,570.00 mW,134.80 mA
4.22 V,570.00 mW,135.60 mA
4.22 V,570.00 mW,135.10 mA
4.22 V,570.00 mW,135.40 mA
4.22 V,570.00 mW,135.10 mA
4.22 V,570.00 mW,135.60 mA
4.21 V,570.00 mW,135.00 mA
4.22 V,566.00 mW,135.00 mA
4.22 V,566.00 mW,134.90 mA
4.22 V,570.00 mW,135.80 mA
4.22 V,570.00 mW,135.40 mA
4.22 V,570.00 mW,135.30 mA
4.22 V,570.00 mW,135.40 mA
4.22 V,570.00 mW,135.50 mA
4.22 V,574.00 mW,135.40 mA
4.22 V,570.00 mW,135.20 mA
4.22 V,570.00 mW,135.10 mA
4.22 V,570.00 mW,135.20 mA
4.22 V,570.00 mW,134.90 mA
4.22 V,566.00 mW,135.00 mA
4.22 V,570.00 mW,135.00 mA
4.22 V,570.00 mW,135.60 mA
4.22 V,574.00 mW,135.60 mA
4.22 V,570.00 mW,135.50 mA
4.22 V,574.00 mW,135.20 mA
4.22 V,570.00 mW,135.60 mA
4.22 V,570.00 mW,135.20 mA
4.22 V,566.00 mW,135.10 mA
4.22 V,570.00 mW,134.90 mA
4.22 V,574.00 mW,135.60 mA
4.22 V,570.00 mW,135.60 mA
4.22 V,570.00 mW,135.20 mA
4.22 V,574.00 mW,135.30 mA
4.22 V,574.00 mW,135.70 mA
4.21 V,570.00 mW,135.20 mA
4.22 V,570.00 mW,137.20 mA
4.22 V,570.00 mW,134.90 mA
4.22 V,570.00 mW,134.90 mA
4.22 V,570.00 mW,135.10 mA
4.22 V,570.00 mW,135.20 mA
4.22 V,570.00 mW,135.40 mA
4.22 V,574.00 mW,135.70 mA
4.22 V,574.00 mW,135.40 mA
4.22 V,574.00 mW,135.40 mA
4.22 V,570.00 mW,135.00 mA
4.22 V,570.00 mW,134.90 mA
4.22 V,570.00 mW,135.10 mA
