Bus Voltage,Power,Current
4.70 V,266.00 mW,69.60 mA
4.70 V,328.00 mW,86.00 mA
4.25 V,524.00 mW,175.90 mA
4.14 V,728.00 mW,175.40 mA
4.14 V,728.00 mW,176.90 mA
4.14 V,730.00 mW,175.90 mA
4.14 V,728.00 mW,175.20 mA
4.14 V,728.00 mW,175.20 mA
4.14 V,728.00 mW,175.70 mA
4.14 V,728.00 mW,175.60 mA
4.14 V,724.00 mW,174.80 mA
4.15 V,728.00 mW,174.70 mA
4.14 V,728.00 mW,175.60 mA
4.14 V,724.00 mW,175.40 mA
4.14 V,728.00 mW,175.20 mA
4.14 V,730.00 mW,175.40 mA
4.14 V,728.00 mW,176.10 mA
4.14 V,728.00 mW,175.80 mA
4.14 V,728.00 mW,175.10 mA
4.14 V,728.00 mW,175.20 mA
4.14 V,728.00 mW,175.90 mA
4.13 V,730.00 mW,175.00 mA
4.14 V,724.00 mW,175.30 mA
4.15 V,728.00 mW,174.90 mA
4.14 V,728.00 mW,175.90 mA
4.14 V,730.00 mW,176.00 mA
4.15 V,728.00 mW,175.40 mA
4.15 V,730.00 mW,175.10 mA
4.14 V,728.00 mW,175.60 mA
4.14 V,728.00 mW,175.20 mA
4.14 V,724.00 mW,174.80 mA
4.14 V,728.00 mW,175.00 mA
4.14 V,728.00 mW,175.30 mA
4.14 V,728.00 mW,175.80 mA
4.14 V,728.00 mW,175.00 mA
4.15 V,728.00 mW,175.30 mA
4.14 V,728.00 mW,176.20 mA
4.14 V,728.00 mW,175.30 mA
4.14 V,724.00 mW,175.10 mA
4.14 V,728.00 mW,174.60 mA
4.14 V,724.00 mW,175.50 mA
4.14 V,728.00 mW,175.80 mA
4.15 V,724.00 mW,175.20 mA
4.15 V,728.00 mW,175.00 mA
4.14 V,728.00 mW,176.10 mA
4.14 V,730.00 mW,175.70 mA
4.15 V,728.00 mW,175.30 mA
4.15 V,730.00 mW,175.00 mA
4.14 V,728.00 mW,175.60 mA
4.14 V,728.00 mW,174.90 mA
4.15 V,724.00 mW,175.00 mA
4.14 V,728.00 mW,174.70 mA
4.14 V,728.00 mW,175.70 mA
4.14 V,730.00 mW,176.00 mA
4.15 V,728.00 mW,175.30 mA
4.14 V,730.00 mW,175.20 mA
4.14 V,728.00 mW,176.10 mA
4.14 V,728.00 mW,175.40 mA
4.14 V,724.00 mW,174.90 mA
4.14 V,728.00 mW,174.90 mA
4.14 V,724.00 mW,175.10 mA
4.14 V,728.00 mW,175.20 mA
4.15 V,728.00 mW,174.90 mA
4.15 V,730.00 mW,175.30 mA
4.14 V,730.00 mW,176.10 mA
4.14 V,730.00 mW,175.30 mA
4.15 V,724.00 mW,174.80 mA
4.14 V,728.00 mW,174.70 mA
4.14 V,728.00 mW,175.60 mA
4.14 V,730.00 mW,174.90 mA
4.14 V,724.00 mW,174.80 mA
4.15 V,730.00 mW,174.90 mA
4.14 V,728.00 mW,176.10 mA
4.14 V,728.00 mW,175.60 mA
4.15 V,728.00 mW,175.40 mA
4.15 V,730.00 mW,175.40 mA
4.14 V,728.00 mW,175.20 mA
4.14 V,728.00 mW,175.40 mA
