Bus Voltage,Power,Current
4.80 V,286.00 mW,63.10 mA
4.80 V,304.00 mW,62.80 mA
4.80 V,302.00 mW,64.60 mA
4.80 V,302.00 mW,63.10 mA
4.78 V,330.00 mW,68.40 mA
4.58 V,396.00 mW,120.20 mA
4.44 V,656.00 mW,148.30 mA
4.44 V,658.00 mW,148.80 mA
4.44 V,658.00 mW,147.90 mA
4.44 V,658.00 mW,148.00 mA
4.44 V,658.00 mW,148.50 mA
4.44 V,656.00 mW,148.20 mA
4.44 V,656.00 mW,147.80 mA
4.44 V,656.00 mW,147.70 mA
4.44 V,656.00 mW,147.90 mA
4.44 V,656.00 mW,147.60 mA
4.44 V,658.00 mW,147.70 mA
4.45 V,658.00 mW,148.00 mA
4.44 V,658.00 mW,147.90 mA
4.44 V,658.00 mW,148.30 mA
4.44 V,658.00 mW,147.70 mA
4.44 V,658.00 mW,148.00 mA
4.44 V,658.00 mW,148.20 mA
4.44 V,656.00 mW,147.90 mA
4.44 V,656.00 mW,147.30 mA
4.45 V,658.00 mW,148.20 mA
4.44 V,658.00 mW,147.70 mA
4.44 V,656.00 mW,148.50 mA
4.44 V,656.00 mW,148.00 mA
4.44 V,658.00 mW,147.90 mA
4.44 V,658.00 mW,148.50 mA
4.44 V,658.00 mW,147.90 mA
4.44 V,656.00 mW,147.40 mA
4.44 V,658.00 mW,147.70 mA
4.44 V,658.00 mW,148.40 mA
4.44 V,658.00 mW,148.10 mA
4.44 V,658.00 mW,148.00 mA
4.44 V,658.00 mW,148.00 mA
4.44 V,658.00 mW,148.50 mA
4.44 V,658.00 mW,147.90 mA
4.44 V,658.00 mW,147.60 mA
4.44 V,656.00 mW,147.50 mA
4.44 V,658.00 mW,148.40 mA
4.44 V,656.00 mW,147.90 mA
4.44 V,658.00 mW,147.90 mA
4.44 V,658.00 mW,148.20 mA
4.44 V,658.00 mW,148.40 mA
4.44 V,656.00 mW,148.10 mA
4.45 V,658.00 mW,147.80 mA
4.44 V,658.00 mW,148.00 mA
4.44 V,656.00 mW,148.80 mA
4.44 V,656.00 mW,147.70 mA
4.44 V,656.00 mW,147.70 mA
4.44 V,656.00 mW,147.90 mA
4.44 V,658.00 mW,148.60 mA
4.44 V,658.00 mW,148.20 mA
4.43 V,658.00 mW,148.00 mA
4.80 V,304.00 mW,62.80 mA
4.78 V,334.00 mW,70.20 mA
4.78 V,330.00 mW,83.00 mA
4.44 V,658.00 mW,148.40 mA
4.44 V,656.00 mW,147.90 mA
4.44 V,656.00 mW,147.90 mA
4.45 V,658.00 mW,147.60 mA
4.44 V,658.00 mW,147.40 mA
4.44 V,658.00 mW,148.10 mA
4.44 V,658.00 mW,148.40 mA
4.44 V,658.00 mW,148.20 mA
4.44 V,658.00 mW,149.60 mA
4.44 V,662.00 mW,148.20 mA
4.44 V,658.00 mW,147.70 mA
4.44 V,656.00 mW,147.60 mA
4.44 V,656.00 mW,147.60 mA
4.44 V,658.00 mW,148.30 mA
4.44 V,658.00 mW,148.10 mA
4.44 V,656.00 mW,148.10 mA
4.44 V,658.00 mW,147.90 mA
4.44 V,658.00 mW,148.40 mA
4.44 V,658.00 mW,148.10 mA
4.44 V,658.00 mW,148.20 mA
4.44 V,658.00 mW,147.80 mA
4.44 V,658.00 mW,147.90 mA
4.44 V,662.00 mW,148.00 mA
4.45 V,658.00 mW,148.20 mA
4.44 V,658.00 mW,148.00 mA
4.44 V,658.00 mW,148.70 mA
4.44 V,658.00 mW,148.30 mA
4.44 V,656.00 mW,148.10 mA
4.44 V,658.00 mW,148.10 mA
4.44 V,658.00 mW,148.50 mA
4.44 V,656.00 mW,148.00 mA
4.44 V,656.00 mW,147.40 mA
4.44 V,656.00 mW,147.70 mA
4.44 V,658.00 mW,148.30 mA
4.44 V,658.00 mW,148.60 mA
4.44 V,656.00 mW,148.10 mA
4.44 V,656.00 mW,148.30 mA
4.44 V,658.00 mW,148.50 mA
4.44 V,656.00 mW,148.20 mA
4.44 V,656.00 mW,147.60 mA
4.44 V,658.00 mW,147.80 mA
4.44 V,658.00 mW,148.10 mA
4.44 V,656.00 mW,148.20 mA
4.44 V,656.00 mW,148.30 mA
4.44 V,658.00 mW,148.30 mA
4.44 V,658.00 mW,148.00 mA
4.44 V,658.00 mW,148.40 mA
4.44 V,658.00 mW,147.70 mA
4.44 V,658.00 mW,147.20 mA
4.44 V,656.00 mW,148.20 mA
4.44 V,656.00 mW,147.80 mA
4.80 V,302.00 mW,63.90 mA
4.80 V,304.00 mW,62.90 mA
4.78 V,322.00 mW,68.00 mA
4.44 V,658.00 mW,147.90 mA
4.44 V,658.00 mW,148.00 mA
4.44 V,658.00 mW,148.30 mA
4.44 V,658.00 mW,147.60 mA
4.44 V,658.00 mW,147.70 mA
4.44 V,656.00 mW,147.60 mA
4.44 V,658.00 mW,147.30 mA
4.44 V,658.00 mW,147.90 mA
4.44 V,658.00 mW,147.90 mA
4.45 V,658.00 mW,147.90 mA
4.44 V,662.00 mW,148.30 mA
4.44 V,658.00 mW,148.20 mA
4.44 V,658.00 mW,148.10 mA
4.44 V,658.00 mW,147.90 mA
4.44 V,658.00 mW,147.80 mA
4.44 V,658.00 mW,148.30 mA
4.44 V,656.00 mW,147.80 mA
4.44 V,656.00 mW,147.40 mA
4.44 V,658.00 mW,148.20 mA
4.44 V,658.00 mW,148.50 mA
4.44 V,658.00 mW,148.10 mA
4.45 V,658.00 mW,148.00 mA
4.44 V,658.00 mW,148.70 mA
4.44 V,658.00 mW,148.00 mA
4.44 V,658.00 mW,147.60 mA
4.44 V,656.00 mW,148.20 mA
4.44 V,658.00 mW,148.10 mA
4.44 V,656.00 mW,148.30 mA
4.44 V,658.00 mW,147.90 mA
4.44 V,658.00 mW,148.10 mA
4.44 V,658.00 mW,148.50 mA
4.44 V,662.00 mW,148.40 mA
4.44 V,658.00 mW,147.90 mA
4.44 V,658.00 mW,147.90 mA
4.44 V,658.00 mW,147.90 mA
4.44 V,658.00 mW,148.20 mA
4.44 V,658.00 mW,147.70 mA
4.44 V,656.00 mW,148.00 mA
4.44 V,658.00 mW,148.40 mA
4.44 V,658.00 mW,148.50 mA
4.44 V,658.00 mW,148.10 mA
4.44 V,658.00 mW,148.10 mA
4.44 V,658.00 mW,148.30 mA
4.44 V,656.00 mW,147.70 mA
4.44 V,658.00 mW,147.10 mA
4.44 V,656.00 mW,148.60 mA
4.44 V,658.00 mW,148.10 mA
4.44 V,656.00 mW,147.80 mA
4.45 V,658.00 mW,148.20 mA
4.44 V,662.00 mW,147.90 mA
4.44 V,658.00 mW,148.20 mA
4.80 V,302.00 mW,63.30 mA
4.80 V,298.00 mW,62.80 mA
4.77 V,334.00 mW,67.30 mA
4.44 V,656.00 mW,148.30 mA
4.44 V,656.00 mW,148.00 mA
4.44 V,658.00 mW,147.60 mA
4.44 V,658.00 mW,147.90 mA
4.45 V,658.00 mW,148.10 mA
4.44 V,658.00 mW,148.00 mA
4.44 V,662.00 mW,148.70 mA
4.44 V,662.00 mW,148.60 mA
4.44 V,658.00 mW,147.90 mA
4.44 V,656.00 mW,147.90 mA
4.44 V,656.00 mW,147.80 mA
4.44 V,658.00 mW,147.80 mA
4.44 V,656.00 mW,148.30 mA
4.44 V,656.00 mW,148.00 mA
4.44 V,658.00 mW,148.00 mA
4.44 V,658.00 mW,148.40 mA
4.44 V,658.00 mW,148.00 mA
4.44 V,658.00 mW,147.90 mA
4.44 V,658.00 mW,147.70 mA
4.44 V,658.00 mW,148.20 mA
4.44 V,658.00 mW,148.20 mA
4.44 V,656.00 mW,147.80 mA
4.44 V,656.00 mW,148.10 mA
4.44 V,658.00 mW,148.30 mA
4.45 V,658.00 mW,148.50 mA
4.44 V,656.00 mW,148.10 mA
4.45 V,658.00 mW,147.70 mA
4.44 V,658.00 mW,148.10 mA
4.44 V,656.00 mW,147.80 mA
4.44 V,658.00 mW,147.60 mA
4.44 V,656.00 mW,148.00 mA
4.44 V,658.00 mW,148.40 mA
4.44 V,656.00 mW,148.10 mA
4.45 V,656.00 mW,148.10 mA
4.44 V,658.00 mW,148.20 mA
4.44 V,658.00 mW,148.60 mA
4.44 V,656.00 mW,148.00 mA
4.44 V,658.00 mW,147.80 mA
4.44 V,658.00 mW,147.60 mA
4.44 V,658.00 mW,148.20 mA
4.44 V,658.00 mW,147.80 mA
4.44 V,658.00 mW,147.60 mA
4.44 V,658.00 mW,148.50 mA
4.44 V,662.00 mW,148.20 mA
4.44 V,658.00 mW,148.50 mA
4.44 V,658.00 mW,148.00 mA
4.44 V,656.00 mW,147.40 mA
4.44 V,658.00 mW,148.20 mA
4.44 V,656.00 mW,147.80 mA
4.44 V,656.00 mW,147.40 mA
4.44 V,658.00 mW,147.80 mA
4.80 V,304.00 mW,64.10 mA
4.80 V,302.00 mW,62.50 mA
4.78 V,328.00 mW,70.20 mA
4.58 V,394.00 mW,126.10 mA
4.44 V,658.00 mW,148.60 mA
4.44 V,658.00 mW,147.90 mA
4.44 V,658.00 mW,147.70 mA
4.44 V,656.00 mW,147.90 mA
4.44 V,656.00 mW,147.90 mA
4.44 V,656.00 mW,147.90 mA
4.44 V,656.00 mW,147.90 mA
4.44 V,658.00 mW,148.10 mA
4.44 V,658.00 mW,148.20 mA
4.44 V,662.00 mW,148.10 mA
4.44 V,658.00 mW,148.50 mA
4.44 V,658.00 mW,148.30 mA
4.44 V,656.00 mW,148.20 mA
4.44 V,656.00 mW,147.60 mA
4.45 V,658.00 mW,147.70 mA
4.44 V,658.00 mW,148.10 mA
4.44 V,656.00 mW,148.20 mA
4.45 V,662.00 mW,147.70 mA
4.44 V,658.00 mW,148.10 mA
4.44 V,658.00 mW,148.00 mA
4.45 V,658.00 mW,148.20 mA
4.44 V,656.00 mW,147.90 mA
4.44 V,656.00 mW,147.60 mA
4.44 V,656.00 mW,148.00 mA
4.44 V,656.00 mW,148.20 mA
4.44 V,658.00 mW,147.90 mA
4.44 V,658.00 mW,148.00 mA
4.44 V,658.00 mW,148.10 mA
4.44 V,658.00 mW,147.80 mA
4.44 V,658.00 mW,147.90 mA
4.44 V,656.00 mW,147.70 mA
4.44 V,658.00 mW,147.90 mA
4.44 V,658.00 mW,147.90 mA
4.44 V,656.00 mW,147.80 mA
4.44 V,658.00 mW,147.90 mA
4.44 V,658.00 mW,148.10 mA
4.44 V,658.00 mW,148.40 mA
4.44 V,658.00 mW,148.20 mA
4.44 V,658.00 mW,148.40 mA
4.44 V,658.00 mW,148.30 mA
4.44 V,656.00 mW,147.70 mA
4.44 V,656.00 mW,147.80 mA
4.44 V,658.00 mW,147.60 mA
4.44 V,658.00 mW,147.80 mA
4.44 V,658.00 mW,147.90 mA
4.44 V,656.00 mW,148.20 mA
4.44 V,662.00 mW,148.10 mA
4.44 V,658.00 mW,148.40 mA
4.44 V,658.00 mW,148.40 mA
4.44 V,658.00 mW,148.00 mA
4.44 V,658.00 mW,143.30 mA
4.80 V,302.00 mW,63.20 mA
4.78 V,324.00 mW,67.00 mA
