Bus Voltage,Power,Current
4.82 V,358.00 mW,64.10 mA
4.82 V,308.00 mW,64.10 mA
4.82 V,304.00 mW,63.80 mA
4.82 V,304.00 mW,63.90 mA
4.80 V,328.00 mW,69.10 mA
4.57 V,558.00 mW,192.60 mA
4.22 V,918.00 mW,217.10 mA
4.22 V,918.00 mW,217.10 mA
4.22 V,914.00 mW,217.10 mA
4.22 V,914.00 mW,217.50 mA
4.23 V,918.00 mW,217.60 mA
4.22 V,918.00 mW,216.90 mA
4.22 V,918.00 mW,217.20 mA
4.22 V,918.00 mW,217.20 mA
4.23 V,918.00 mW,217.80 mA
4.20 V,918.00 mW,216.60 mA
4.21 V,918.00 mW,216.60 mA
4.21 V,918.00 mW,216.70 mA
4.21 V,914.00 mW,217.40 mA
4.22 V,920.00 mW,217.20 mA
4.21 V,914.00 mW,217.40 mA
4.20 V,918.00 mW,217.70 mA
4.22 V,918.00 mW,217.20 mA
4.22 V,918.00 mW,216.70 mA
4.22 V,914.00 mW,216.80 mA
4.22 V,918.00 mW,216.60 mA
4.22 V,918.00 mW,216.80 mA
4.22 V,918.00 mW,216.90 mA
4.22 V,918.00 mW,217.00 mA
4.23 V,920.00 mW,217.40 mA
4.22 V,918.00 mW,217.50 mA
4.22 V,918.00 mW,217.10 mA
4.21 V,910.00 mW,217.10 mA
4.22 V,918.00 mW,216.70 mA
4.22 V,914.00 mW,216.80 mA
4.22 V,918.00 mW,217.00 mA
4.22 V,918.00 mW,217.20 mA
4.22 V,918.00 mW,217.30 mA
4.22 V,918.00 mW,217.40 mA
4.22 V,918.00 mW,217.20 mA
4.23 V,918.00 mW,216.90 mA
4.22 V,918.00 mW,216.50 mA
4.22 V,914.00 mW,216.60 mA
4.23 V,914.00 mW,216.70 mA
4.23 V,914.00 mW,216.90 mA
4.22 V,914.00 mW,217.50 mA
4.23 V,920.00 mW,217.30 mA
4.23 V,918.00 mW,217.20 mA
4.23 V,918.00 mW,217.00 mA
4.22 V,918.00 mW,217.20 mA
4.22 V,918.00 mW,216.70 mA
4.23 V,918.00 mW,216.80 mA
4.23 V,918.00 mW,217.10 mA
4.22 V,914.00 mW,216.90 mA
4.22 V,918.00 mW,216.80 mA
4.23 V,920.00 mW,217.20 mA
4.41 V,920.00 mW,158.20 mA
4.82 V,308.00 mW,63.30 mA
4.80 V,324.00 mW,69.10 mA
4.75 V,328.00 mW,83.10 mA
4.23 V,918.00 mW,216.60 mA
4.22 V,918.00 mW,216.80 mA
4.23 V,918.00 mW,217.20 mA
4.23 V,914.00 mW,217.10 mA
4.22 V,914.00 mW,217.00 mA
4.23 V,918.00 mW,217.30 mA
4.23 V,918.00 mW,217.30 mA
