Bus Voltage,Power,Current
4.82 V,312.00 mW,67.90 mA
4.81 V,338.00 mW,71.70 mA
4.68 V,348.00 mW,119.00 mA
4.48 V,720.00 mW,160.40 mA
4.48 V,720.00 mW,161.80 mA
4.48 V,720.00 mW,160.70 mA
4.48 V,720.00 mW,160.80 mA
4.48 V,720.00 mW,160.10 mA
4.48 V,720.00 mW,161.10 mA
4.48 V,720.00 mW,160.50 mA
4.48 V,720.00 mW,160.40 mA
4.48 V,720.00 mW,160.70 mA
4.48 V,724.00 mW,161.90 mA
4.49 V,724.00 mW,160.90 mA
4.48 V,720.00 mW,161.20 mA
4.82 V,364.00 mW,70.40 mA
4.48 V,718.00 mW,160.80 mA
4.48 V,724.00 mW,160.40 mA
4.48 V,718.00 mW,160.00 mA
4.48 V,724.00 mW,160.40 mA
4.48 V,720.00 mW,161.00 mA
4.48 V,724.00 mW,161.10 mA
4.49 V,720.00 mW,161.10 mA
4.49 V,728.00 mW,161.20 mA
4.49 V,724.00 mW,161.00 mA
4.49 V,728.00 mW,160.80 mA
4.49 V,720.00 mW,159.80 mA
4.49 V,724.00 mW,160.10 mA
4.82 V,330.00 mW,70.20 mA
4.48 V,720.00 mW,160.80 mA
4.49 V,720.00 mW,160.20 mA
4.49 V,724.00 mW,161.60 mA
4.50 V,720.00 mW,161.10 mA
4.49 V,724.00 mW,161.40 mA
4.50 V,724.00 mW,160.90 mA
4.49 V,728.00 mW,162.20 mA
4.50 V,720.00 mW,161.00 mA
4.49 V,718.00 mW,161.20 mA
4.49 V,720.00 mW,159.90 mA
4.49 V,720.00 mW,161.50 mA
4.50 V,720.00 mW,160.60 mA
4.80 V,548.00 mW,72.60 mA
4.49 V,724.00 mW,160.60 mA
4.50 V,728.00 mW,161.90 mA
4.50 V,724.00 mW,161.10 mA
4.49 V,724.00 mW,162.90 mA
4.50 V,724.00 mW,160.40 mA
4.50 V,724.00 mW,161.10 mA
4.50 V,720.00 mW,160.30 mA
4.49 V,718.00 mW,161.70 mA
4.49 V,718.00 mW,159.90 mA
4.50 V,720.00 mW,161.80 mA
4.50 V,724.00 mW,160.90 mA
4.50 V,724.00 mW,163.00 mA
4.67 V,688.00 mW,103.60 mA
4.50 V,724.00 mW,161.90 mA
4.50 V,724.00 mW,160.70 mA
4.49 V,720.00 mW,161.80 mA
4.50 V,724.00 mW,160.40 mA
4.49 V,724.00 mW,162.00 mA
4.50 V,724.00 mW,160.10 mA
4.49 V,718.00 mW,161.60 mA
4.50 V,724.00 mW,160.70 mA
4.50 V,728.00 mW,162.20 mA
4.50 V,728.00 mW,161.10 mA
4.50 V,724.00 mW,162.00 mA
4.50 V,724.00 mW,160.40 mA
4.54 V,724.00 mW,110.40 mA
4.48 V,720.00 mW,160.70 mA
4.48 V,718.00 mW,162.20 mA
4.48 V,718.00 mW,160.80 mA
4.48 V,720.00 mW,162.30 mA
4.49 V,724.00 mW,161.40 mA
4.48 V,720.00 mW,162.50 mA
4.49 V,718.00 mW,160.70 mA
4.49 V,724.00 mW,161.80 mA
4.49 V,720.00 mW,160.40 mA
4.48 V,718.00 mW,161.10 mA
4.48 V,720.00 mW,160.40 mA
4.48 V,718.00 mW,161.40 mA
4.51 V,724.00 mW,141.70 mA
4.49 V,720.00 mW,161.40 mA
4.48 V,720.00 mW,160.90 mA
4.48 V,724.00 mW,161.50 mA
