Bus Voltage,Power,Current
4.83 V,328.00 mW,70.20 mA
4.82 V,354.00 mW,70.70 mA
4.68 V,340.00 mW,135.50 mA
4.46 V,862.00 mW,193.00 mA
4.46 V,862.00 mW,192.70 mA
4.46 V,858.00 mW,191.80 mA
4.45 V,862.00 mW,192.90 mA
4.45 V,858.00 mW,192.40 mA
4.45 V,862.00 mW,192.30 mA
4.46 V,858.00 mW,192.60 mA
4.46 V,866.00 mW,192.70 mA
4.46 V,858.00 mW,192.90 mA
4.47 V,866.00 mW,193.30 mA
4.47 V,862.00 mW,192.40 mA
4.47 V,866.00 mW,192.30 mA
4.82 V,358.00 mW,70.60 mA
4.47 V,856.00 mW,192.00 mA
4.48 V,856.00 mW,191.80 mA
4.46 V,856.00 mW,192.40 mA
4.47 V,852.00 mW,191.30 mA
4.46 V,856.00 mW,192.60 mA
4.47 V,856.00 mW,191.30 mA
4.47 V,858.00 mW,193.40 mA
4.47 V,858.00 mW,191.90 mA
4.46 V,856.00 mW,191.90 mA
4.46 V,858.00 mW,191.40 mA
4.46 V,856.00 mW,192.10 mA
4.46 V,852.00 mW,191.30 mA
4.83 V,328.00 mW,71.00 mA
4.47 V,862.00 mW,192.30 mA
4.47 V,862.00 mW,193.60 mA
4.47 V,862.00 mW,192.60 mA
4.46 V,858.00 mW,193.40 mA
4.46 V,862.00 mW,192.80 mA
4.46 V,858.00 mW,193.20 mA
4.47 V,862.00 mW,192.10 mA
4.47 V,858.00 mW,191.50 mA
4.47 V,862.00 mW,192.00 mA
4.47 V,858.00 mW,192.90 mA
4.47 V,862.00 mW,192.50 mA
4.47 V,862.00 mW,192.80 mA
4.81 V,554.00 mW,75.60 mA
4.46 V,858.00 mW,193.00 mA
4.46 V,866.00 mW,193.20 mA
4.46 V,862.00 mW,192.70 mA
4.46 V,862.00 mW,192.60 mA
4.48 V,858.00 mW,192.60 mA
4.47 V,862.00 mW,192.00 mA
4.48 V,856.00 mW,191.50 mA
4.48 V,858.00 mW,191.40 mA
4.48 V,858.00 mW,191.70 mA
4.49 V,866.00 mW,191.60 mA
4.49 V,862.00 mW,191.50 mA
4.48 V,866.00 mW,191.60 mA
4.62 V,770.00 mW,82.60 mA
4.48 V,858.00 mW,191.90 mA
4.48 V,858.00 mW,190.90 mA
4.48 V,856.00 mW,191.90 mA
4.49 V,858.00 mW,191.20 mA
4.48 V,856.00 mW,192.10 mA
4.48 V,858.00 mW,191.40 mA
4.48 V,920.00 mW,192.30 mA
4.49 V,858.00 mW,191.70 mA
4.48 V,858.00 mW,192.90 mA
4.49 V,862.00 mW,191.30 mA
4.48 V,858.00 mW,192.00 mA
4.48 V,858.00 mW,191.10 mA
4.48 V,856.00 mW,183.50 mA
4.48 V,862.00 mW,191.90 mA
4.48 V,862.00 mW,193.50 mA
4.48 V,862.00 mW,193.00 mA
4.48 V,862.00 mW,193.70 mA
4.48 V,866.00 mW,192.80 mA
4.48 V,866.00 mW,193.20 mA
4.46 V,862.00 mW,191.50 mA
4.48 V,856.00 mW,191.90 mA
4.48 V,858.00 mW,190.70 mA
4.48 V,858.00 mW,191.90 mA
4.48 V,858.00 mW,191.20 mA
4.48 V,858.00 mW,192.50 mA
4.48 V,858.00 mW,192.00 mA
4.48 V,862.00 mW,193.10 mA
4.48 V,858.00 mW,191.80 mA
4.49 V,858.00 mW,192.90 mA
4.48 V,858.00 mW,191.10 mA
4.48 V,856.00 mW,192.50 mA
4.48 V,856.00 mW,191.20 mA
4.44 V,610.00 mW,193.50 mA
4.48 V,856.00 mW,191.50 mA
