Bus Voltage,Power,Current
4.84 V,302.00 mW,68.00 mA
4.83 V,340.00 mW,71.30 mA
4.72 V,340.00 mW,108.50 mA
4.63 V,626.00 mW,135.50 mA
4.63 V,626.00 mW,135.10 mA
4.64 V,630.00 mW,135.40 mA
4.64 V,626.00 mW,135.80 mA
4.63 V,626.00 mW,134.90 mA
4.64 V,626.00 mW,134.40 mA
4.64 V,630.00 mW,134.40 mA
4.63 V,626.00 mW,135.20 mA
4.64 V,626.00 mW,134.70 mA
4.64 V,626.00 mW,135.30 mA
4.64 V,632.00 mW,135.00 mA
4.63 V,626.00 mW,135.30 mA
4.83 V,330.00 mW,70.30 mA
4.64 V,626.00 mW,135.60 mA
4.63 V,632.00 mW,134.80 mA
4.64 V,626.00 mW,135.00 mA
4.63 V,626.00 mW,134.60 mA
4.64 V,622.00 mW,134.60 mA
4.64 V,630.00 mW,134.90 mA
4.64 V,630.00 mW,135.40 mA
4.63 V,632.00 mW,135.00 mA
4.64 V,626.00 mW,135.10 mA
4.63 V,632.00 mW,135.50 mA
4.64 V,630.00 mW,135.20 mA
4.63 V,630.00 mW,134.30 mA
4.81 V,364.00 mW,71.00 mA
4.63 V,626.00 mW,135.50 mA
4.63 V,622.00 mW,134.80 mA
4.63 V,626.00 mW,134.90 mA
4.64 V,622.00 mW,135.10 mA
4.63 V,630.00 mW,136.00 mA
4.64 V,626.00 mW,135.30 mA
4.63 V,630.00 mW,136.80 mA
4.64 V,626.00 mW,135.30 mA
4.63 V,626.00 mW,135.80 mA
4.63 V,626.00 mW,134.80 mA
4.63 V,626.00 mW,136.10 mA
4.64 V,622.00 mW,134.40 mA
4.71 V,610.00 mW,71.80 mA
4.64 V,626.00 mW,135.10 mA
4.64 V,626.00 mW,136.90 mA
4.63 V,626.00 mW,135.20 mA
4.64 V,626.00 mW,136.20 mA
4.64 V,630.00 mW,135.30 mA
4.64 V,626.00 mW,136.10 mA
4.64 V,626.00 mW,134.90 mA
4.63 V,626.00 mW,135.50 mA
4.63 V,626.00 mW,134.80 mA
4.64 V,622.00 mW,135.60 mA
4.64 V,626.00 mW,135.50 mA
4.64 V,630.00 mW,136.70 mA
4.66 V,636.00 mW,117.30 mA
4.64 V,626.00 mW,135.70 mA
4.64 V,630.00 mW,135.00 mA
4.63 V,626.00 mW,135.70 mA
4.64 V,626.00 mW,134.90 mA
4.64 V,622.00 mW,134.40 mA
4.63 V,630.00 mW,134.50 mA
4.63 V,596.00 mW,135.90 mA
4.64 V,626.00 mW,135.30 mA
4.64 V,626.00 mW,135.30 mA
4.64 V,632.00 mW,135.30 mA
4.64 V,630.00 mW,136.50 mA
4.64 V,632.00 mW,134.70 mA
4.63 V,626.00 mW,124.00 mA
4.63 V,626.00 mW,134.40 mA
4.64 V,626.00 mW,135.70 mA
4.63 V,626.00 mW,135.10 mA
4.63 V,622.00 mW,136.20 mA
4.63 V,630.00 mW,134.90 mA
4.64 V,630.00 mW,135.80 mA
4.65 V,576.00 mW,135.60 mA
4.64 V,626.00 mW,135.40 mA
4.63 V,630.00 mW,134.40 mA
4.63 V,626.00 mW,135.00 mA
4.63 V,626.00 mW,134.70 mA
4.64 V,622.00 mW,134.80 mA
4.63 V,626.00 mW,136.10 mA
4.64 V,626.00 mW,135.80 mA
4.63 V,630.00 mW,135.40 mA
4.63 V,626.00 mW,135.10 mA
4.64 V,630.00 mW,135.20 mA
4.64 V,630.00 mW,135.70 mA
4.63 V,632.00 mW,134.80 mA
4.66 V,488.00 mW,135.50 mA
4.64 V,630.00 mW,134.70 mA
4.63 V,626.00 mW,135.70 mA
4.64 V,626.00 mW,135.00 mA
4.63 V,626.00 mW,135.20 mA
4.63 V,626.00 mW,135.30 mA
4.64 V,626.00 mW,138.00 mA
4.64 V,630.00 mW,135.60 mA
4.63 V,626.00 mW,135.70 mA
4.64 V,630.00 mW,134.80 mA
4.63 V,626.00 mW,135.40 mA
4.64 V,626.00 mW,134.70 mA
4.64 V,622.00 mW,134.80 mA
4.68 V,472.00 mW,129.00 mA
4.64 V,622.00 mW,135.70 mA
4.64 V,632.00 mW,134.90 mA
4.64 V,626.00 mW,135.30 mA
4.64 V,630.00 mW,135.30 mA
4.64 V,630.00 mW,135.60 mA
4.64 V,632.00 mW,134.50 mA
4.64 V,622.00 mW,134.80 mA
4.63 V,626.00 mW,134.80 mA
4.64 V,626.00 mW,135.90 mA
4.64 V,630.00 mW,135.00 mA
4.64 V,626.00 mW,135.50 mA
4.63 V,630.00 mW,135.60 mA
4.73 V,376.00 mW,126.10 mA
4.64 V,632.00 mW,135.40 mA
4.64 V,626.00 mW,134.70 mA
4.63 V,626.00 mW,134.60 mA
4.64 V,626.00 mW,135.30 mA
