Bus Voltage,Power,Current
4.84 V,330.00 mW,71.70 mA
4.84 V,348.00 mW,71.10 mA
4.69 V,340.00 mW,136.30 mA
4.41 V,930.00 mW,211.80 mA
4.41 V,930.00 mW,210.30 mA
4.39 V,924.00 mW,211.50 mA
4.39 V,928.00 mW,210.60 mA
4.40 V,928.00 mW,211.60 mA
4.41 V,930.00 mW,210.90 mA
4.42 V,934.00 mW,212.50 mA
4.42 V,934.00 mW,210.60 mA
4.42 V,934.00 mW,212.10 mA
4.41 V,930.00 mW,211.10 mA
4.41 V,930.00 mW,212.10 mA
4.40 V,930.00 mW,210.50 mA
4.84 V,354.00 mW,71.70 mA
4.42 V,934.00 mW,211.10 mA
4.42 V,930.00 mW,211.10 mA
4.42 V,930.00 mW,210.90 mA
4.41 V,934.00 mW,210.50 mA
4.41 V,934.00 mW,211.00 mA
4.41 V,930.00 mW,211.00 mA
4.42 V,938.00 mW,211.30 mA
4.42 V,934.00 mW,211.00 mA
4.42 V,940.00 mW,210.90 mA
4.42 V,934.00 mW,210.70 mA
4.42 V,930.00 mW,210.50 mA
4.43 V,930.00 mW,211.10 mA
4.84 V,334.00 mW,70.20 mA
4.42 V,934.00 mW,211.40 mA
4.42 V,938.00 mW,211.30 mA
4.43 V,930.00 mW,211.20 mA
4.42 V,938.00 mW,211.70 mA
4.42 V,934.00 mW,211.10 mA
4.42 V,938.00 mW,210.40 mA
4.43 V,934.00 mW,210.90 mA
4.42 V,938.00 mW,210.60 mA
4.44 V,938.00 mW,210.40 mA
4.43 V,938.00 mW,210.50 mA
4.43 V,930.00 mW,211.10 mA
4.43 V,934.00 mW,210.60 mA
4.84 V,550.00 mW,68.90 mA
4.43 V,934.00 mW,211.70 mA
4.43 V,938.00 mW,210.90 mA
4.44 V,938.00 mW,211.00 mA
4.44 V,934.00 mW,210.90 mA
4.44 V,934.00 mW,211.60 mA
4.44 V,938.00 mW,210.40 mA
4.44 V,934.00 mW,211.90 mA
4.44 V,938.00 mW,211.10 mA
4.44 V,938.00 mW,211.00 mA
