Bus Voltage,Power,Current
4.84 V,312.00 mW,67.00 mA
4.83 V,338.00 mW,70.20 mA
4.73 V,338.00 mW,118.70 mA
4.64 V,606.00 mW,130.50 mA
4.64 V,606.00 mW,131.80 mA
4.65 V,610.00 mW,131.50 mA
4.64 V,610.00 mW,132.70 mA
4.64 V,612.00 mW,131.60 mA
4.64 V,612.00 mW,131.80 mA
4.64 V,610.00 mW,130.50 mA
4.64 V,606.00 mW,131.50 mA
4.65 V,606.00 mW,130.10 mA
4.64 V,610.00 mW,130.80 mA
4.64 V,606.00 mW,130.20 mA
4.64 V,602.00 mW,132.40 mA
4.82 V,328.00 mW,69.50 mA
4.65 V,612.00 mW,132.50 mA
4.65 V,612.00 mW,131.50 mA
4.65 V,606.00 mW,131.70 mA
4.65 V,610.00 mW,130.40 mA
4.64 V,606.00 mW,131.70 mA
4.64 V,606.00 mW,130.50 mA
4.65 V,606.00 mW,131.50 mA
4.64 V,606.00 mW,130.40 mA
4.65 V,610.00 mW,132.10 mA
4.65 V,610.00 mW,131.10 mA
4.65 V,610.00 mW,132.30 mA
4.65 V,612.00 mW,131.00 mA
4.84 V,430.00 mW,69.70 mA
4.64 V,616.00 mW,131.00 mA
4.65 V,602.00 mW,130.70 mA
4.64 V,610.00 mW,130.20 mA
4.64 V,606.00 mW,130.50 mA
4.64 V,612.00 mW,130.50 mA
4.65 V,606.00 mW,130.70 mA
4.64 V,616.00 mW,131.10 mA
4.65 V,610.00 mW,131.50 mA
4.65 V,616.00 mW,131.30 mA
4.66 V,610.00 mW,130.60 mA
4.65 V,616.00 mW,130.40 mA
4.65 V,606.00 mW,131.30 mA
4.71 V,544.00 mW,70.20 mA
4.65 V,606.00 mW,130.70 mA
4.64 V,610.00 mW,130.80 mA
4.64 V,606.00 mW,131.20 mA
4.64 V,612.00 mW,131.40 mA
4.65 V,610.00 mW,131.00 mA
4.64 V,612.00 mW,131.50 mA
4.65 V,610.00 mW,131.10 mA
4.64 V,612.00 mW,131.60 mA
4.65 V,606.00 mW,130.10 mA
4.64 V,610.00 mW,131.40 mA
4.64 V,606.00 mW,130.90 mA
4.64 V,606.00 mW,131.20 mA
4.66 V,606.00 mW,118.80 mA
4.64 V,610.00 mW,132.40 mA
4.65 V,610.00 mW,131.40 mA
4.64 V,610.00 mW,132.20 mA
4.65 V,610.00 mW,131.20 mA
4.64 V,612.00 mW,131.60 mA
4.64 V,606.00 mW,130.70 mA
4.64 V,550.00 mW,130.80 mA
4.65 V,606.00 mW,130.40 mA
4.65 V,610.00 mW,130.50 mA
4.65 V,610.00 mW,131.10 mA
4.65 V,612.00 mW,131.30 mA
4.65 V,610.00 mW,131.20 mA
4.64 V,612.00 mW,124.30 mA
4.65 V,610.00 mW,131.60 mA
4.64 V,610.00 mW,131.00 mA
4.65 V,606.00 mW,130.30 mA
4.64 V,610.00 mW,130.90 mA
4.65 V,606.00 mW,131.40 mA
4.64 V,606.00 mW,131.30 mA
4.65 V,530.00 mW,131.10 mA
4.65 V,612.00 mW,132.20 mA
4.65 V,610.00 mW,131.10 mA
4.64 V,610.00 mW,132.40 mA
4.65 V,610.00 mW,131.00 mA
4.64 V,610.00 mW,131.60 mA
4.65 V,606.00 mW,132.40 mA
4.64 V,606.00 mW,131.80 mA
4.64 V,606.00 mW,130.50 mA
4.65 V,610.00 mW,131.60 mA
4.65 V,610.00 mW,131.60 mA
4.65 V,610.00 mW,131.60 mA
4.65 V,610.00 mW,131.20 mA
4.69 V,518.00 mW,131.50 mA
4.65 V,612.00 mW,130.90 mA
4.64 V,610.00 mW,130.80 mA
4.64 V,606.00 mW,130.20 mA
4.64 V,612.00 mW,131.00 mA
4.64 V,606.00 mW,131.00 mA
4.64 V,606.00 mW,132.20 mA
4.65 V,610.00 mW,131.50 mA
4.64 V,612.00 mW,132.00 mA
4.65 V,610.00 mW,131.40 mA
4.64 V,612.00 mW,131.80 mA
4.64 V,610.00 mW,130.40 mA
4.64 V,610.00 mW,131.30 mA
4.71 V,348.00 mW,118.80 mA
4.64 V,606.00 mW,131.50 mA
4.65 V,606.00 mW,130.70 mA
4.64 V,606.00 mW,131.90 mA
4.65 V,610.00 mW,131.60 mA
4.64 V,610.00 mW,132.60 mA
4.64 V,610.00 mW,131.70 mA
4.64 V,612.00 mW,131.20 mA
4.65 V,610.00 mW,130.80 mA
4.64 V,606.00 mW,131.00 mA
4.64 V,606.00 mW,130.50 mA
4.64 V,610.00 mW,131.00 mA
4.65 V,606.00 mW,131.00 mA
4.78 V,338.00 mW,115.40 mA
4.65 V,610.00 mW,131.60 mA
4.64 V,612.00 mW,132.00 mA
4.65 V,610.00 mW,130.80 mA
4.65 V,610.00 mW,131.90 mA
4.65 V,610.00 mW,130.20 mA
4.65 V,606.00 mW,131.50 mA
4.64 V,606.00 mW,130.70 mA
4.64 V,606.00 mW,131.40 mA
4.65 V,606.00 mW,130.50 mA
4.64 V,612.00 mW,132.00 mA
4.65 V,610.00 mW,131.60 mA
4.64 V,610.00 mW,132.70 mA
4.84 V,340.00 mW,98.20 mA
4.65 V,612.00 mW,132.00 mA
4.64 V,612.00 mW,130.60 mA
4.65 V,606.00 mW,130.60 mA
4.65 V,606.00 mW,130.30 mA
4.64 V,606.00 mW,131.90 mA
4.64 V,606.00 mW,130.70 mA
4.65 V,610.00 mW,132.90 mA
4.64 V,610.00 mW,131.00 mA
4.65 V,612.00 mW,132.40 mA
4.65 V,610.00 mW,131.60 mA
4.65 V,612.00 mW,132.40 mA
4.65 V,610.00 mW,130.90 mA
4.84 V,334.00 mW,71.10 mA
4.64 V,612.00 mW,130.40 mA
4.65 V,606.00 mW,130.60 mA
4.64 V,610.00 mW,130.20 mA
4.65 V,610.00 mW,131.20 mA
4.65 V,616.00 mW,131.50 mA
4.65 V,610.00 mW,131.60 mA
4.65 V,616.00 mW,131.30 mA
4.65 V,610.00 mW,131.60 mA
4.64 V,616.00 mW,131.70 mA
4.64 V,606.00 mW,130.10 mA
4.64 V,612.00 mW,130.20 mA
4.65 V,606.00 mW,131.10 mA
4.83 V,360.00 mW,70.10 mA
4.64 V,606.00 mW,131.10 mA
4.65 V,612.00 mW,131.00 mA
4.65 V,612.00 mW,131.50 mA
4.65 V,616.00 mW,131.80 mA
4.65 V,610.00 mW,130.90 mA
4.64 V,616.00 mW,130.40 mA
4.64 V,606.00 mW,130.90 mA
4.64 V,610.00 mW,131.50 mA
4.65 V,610.00 mW,130.60 mA
4.64 V,612.00 mW,130.80 mA
4.64 V,610.00 mW,131.10 mA
4.65 V,612.00 mW,132.00 mA
4.82 V,328.00 mW,71.60 mA
4.64 V,612.00 mW,132.20 mA
4.65 V,610.00 mW,131.50 mA
4.64 V,610.00 mW,132.00 mA
4.65 V,606.00 mW,130.70 mA
4.64 V,610.00 mW,131.60 mA
4.65 V,606.00 mW,130.60 mA
4.64 V,602.00 mW,132.30 mA
4.65 V,606.00 mW,131.30 mA
4.65 V,610.00 mW,132.10 mA
4.65 V,612.00 mW,131.30 mA
4.65 V,610.00 mW,132.50 mA
4.65 V,616.00 mW,131.20 mA
4.81 V,494.00 mW,68.60 mA
4.64 V,610.00 mW,130.60 mA
4.64 V,606.00 mW,131.00 mA
4.65 V,610.00 mW,130.40 mA
4.65 V,610.00 mW,131.80 mA
4.65 V,610.00 mW,130.80 mA
4.64 V,610.00 mW,131.20 mA
4.65 V,612.00 mW,131.40 mA
4.65 V,612.00 mW,132.10 mA
4.65 V,612.00 mW,131.40 mA
4.65 V,610.00 mW,130.60 mA
4.65 V,610.00 mW,130.20 mA
4.64 V,610.00 mW,131.30 mA
4.70 V,610.00 mW,109.60 mA
4.65 V,606.00 mW,130.90 mA
4.65 V,616.00 mW,131.50 mA
4.65 V,612.00 mW,131.90 mA
4.64 V,612.00 mW,130.70 mA
4.65 V,610.00 mW,130.90 mA
4.65 V,612.00 mW,131.30 mA
4.65 V,610.00 mW,131.10 mA
4.65 V,612.00 mW,130.70 mA
4.64 V,610.00 mW,131.00 mA
4.65 V,610.00 mW,130.60 mA
4.65 V,610.00 mW,131.70 mA
4.65 V,612.00 mW,131.50 mA
4.65 V,616.00 mW,111.90 mA
4.65 V,612.00 mW,131.30 mA
4.65 V,610.00 mW,131.90 mA
4.65 V,612.00 mW,131.20 mA
4.65 V,606.00 mW,130.50 mA
4.64 V,612.00 mW,130.80 mA
4.64 V,606.00 mW,131.10 mA
4.65 V,600.00 mW,130.90 mA
4.64 V,606.00 mW,131.10 mA
4.65 V,612.00 mW,131.20 mA
4.65 V,610.00 mW,131.40 mA
4.65 V,616.00 mW,131.90 mA
4.65 V,610.00 mW,131.50 mA
4.64 V,612.00 mW,126.50 mA
4.64 V,606.00 mW,131.20 mA
4.64 V,612.00 mW,130.70 mA
4.65 V,606.00 mW,130.50 mA
4.65 V,610.00 mW,131.10 mA
4.65 V,606.00 mW,131.90 mA
4.65 V,616.00 mW,131.60 mA
