Bus Voltage,Power,Current
4.84 V,324.00 mW,69.20 mA
4.84 V,354.00 mW,70.80 mA
4.73 V,340.00 mW,127.00 mA
4.52 V,810.00 mW,179.80 mA
4.51 V,816.00 mW,179.60 mA
4.51 V,810.00 mW,179.00 mA
4.50 V,810.00 mW,179.10 mA
4.49 V,806.00 mW,178.50 mA
4.47 V,802.00 mW,179.50 mA
4.48 V,802.00 mW,179.10 mA
4.47 V,806.00 mW,179.50 mA
4.47 V,802.00 mW,179.50 mA
4.48 V,802.00 mW,180.00 mA
4.47 V,802.00 mW,179.90 mA
4.47 V,806.00 mW,180.20 mA
4.82 V,360.00 mW,70.60 mA
4.46 V,800.00 mW,180.90 mA
4.46 V,800.00 mW,179.10 mA
4.46 V,800.00 mW,180.40 mA
4.46 V,800.00 mW,179.70 mA
4.48 V,802.00 mW,180.40 mA
4.48 V,802.00 mW,179.50 mA
4.49 V,806.00 mW,180.90 mA
4.50 V,810.00 mW,179.70 mA
4.50 V,806.00 mW,180.40 mA
4.50 V,810.00 mW,179.00 mA
4.50 V,806.00 mW,180.10 mA
4.50 V,806.00 mW,179.40 mA
4.84 V,328.00 mW,71.20 mA
4.50 V,806.00 mW,178.90 mA
4.50 V,806.00 mW,180.10 mA
4.50 V,810.00 mW,179.80 mA
4.50 V,806.00 mW,179.50 mA
4.50 V,812.00 mW,179.40 mA
4.50 V,806.00 mW,180.00 mA
4.50 V,812.00 mW,179.50 mA
4.50 V,806.00 mW,179.20 mA
4.50 V,812.00 mW,179.00 mA
4.50 V,806.00 mW,178.90 mA
4.50 V,810.00 mW,178.70 mA
4.50 V,806.00 mW,179.30 mA
4.82 V,560.00 mW,71.70 mA
4.50 V,810.00 mW,179.60 mA
4.50 V,810.00 mW,180.00 mA
4.50 V,806.00 mW,179.60 mA
4.50 V,812.00 mW,178.90 mA
4.50 V,806.00 mW,179.40 mA
4.50 V,812.00 mW,179.30 mA
4.50 V,806.00 mW,179.40 mA
4.50 V,812.00 mW,179.10 mA
4.50 V,806.00 mW,179.70 mA
4.50 V,812.00 mW,179.60 mA
4.51 V,810.00 mW,179.40 mA
4.50 V,812.00 mW,179.60 mA
4.62 V,728.00 mW,97.40 mA
4.50 V,810.00 mW,180.30 mA
4.50 V,806.00 mW,179.10 mA
4.50 V,806.00 mW,179.90 mA
4.50 V,806.00 mW,179.00 mA
4.50 V,806.00 mW,179.90 mA
4.50 V,806.00 mW,179.40 mA
4.50 V,738.00 mW,180.60 mA
4.50 V,810.00 mW,179.40 mA
4.50 V,810.00 mW,181.20 mA
4.50 V,810.00 mW,179.40 mA
4.50 V,810.00 mW,180.30 mA
4.50 V,806.00 mW,179.10 mA
4.51 V,806.00 mW,165.40 mA
4.50 V,806.00 mW,178.90 mA
4.50 V,806.00 mW,179.90 mA
