Bus Voltage,Power,Current
4.80 V,288.00 mW,68.20 mA
4.80 V,344.00 mW,70.70 mA
4.68 V,338.00 mW,113.00 mA
4.51 V,684.00 mW,152.00 mA
4.50 V,684.00 mW,153.00 mA
4.50 V,684.00 mW,151.50 mA
4.50 V,684.00 mW,152.50 mA
4.50 V,682.00 mW,151.50 mA
4.53 V,682.00 mW,152.60 mA
4.50 V,678.00 mW,151.00 mA
4.53 V,684.00 mW,152.30 mA
4.54 V,688.00 mW,151.30 mA
4.54 V,688.00 mW,153.40 mA
4.54 V,688.00 mW,151.60 mA
4.54 V,692.00 mW,152.80 mA
4.79 V,330.00 mW,70.70 mA
4.51 V,682.00 mW,151.70 mA
4.50 V,684.00 mW,150.90 mA
4.50 V,682.00 mW,151.80 mA
4.50 V,688.00 mW,151.30 mA
4.50 V,678.00 mW,151.40 mA
4.50 V,682.00 mW,151.10 mA
4.50 V,684.00 mW,152.80 mA
4.51 V,688.00 mW,151.90 mA
4.51 V,682.00 mW,152.10 mA
4.51 V,688.00 mW,152.00 mA
4.50 V,684.00 mW,152.50 mA
4.50 V,688.00 mW,151.10 mA
4.78 V,360.00 mW,71.30 mA
4.50 V,684.00 mW,151.40 mA
4.50 V,682.00 mW,151.10 mA
4.50 V,682.00 mW,151.40 mA
4.51 V,678.00 mW,151.80 mA
4.50 V,692.00 mW,152.10 mA
4.51 V,684.00 mW,152.30 mA
4.50 V,684.00 mW,152.60 mA
4.50 V,684.00 mW,151.60 mA
4.50 V,688.00 mW,152.00 mA
4.50 V,682.00 mW,151.60 mA
4.50 V,682.00 mW,151.40 mA
4.50 V,682.00 mW,150.90 mA
4.66 V,652.00 mW,74.90 mA
4.51 V,682.00 mW,152.00 mA
4.51 V,684.00 mW,152.80 mA
4.51 V,684.00 mW,152.10 mA
4.51 V,684.00 mW,152.60 mA
4.51 V,684.00 mW,151.90 mA
4.50 V,682.00 mW,152.70 mA
4.50 V,682.00 mW,150.80 mA
4.50 V,682.00 mW,152.10 mA
4.51 V,682.00 mW,151.70 mA
4.50 V,682.00 mW,152.70 mA
4.50 V,682.00 mW,151.60 mA
4.50 V,684.00 mW,152.80 mA
4.56 V,694.00 mW,126.80 mA
4.50 V,688.00 mW,153.00 mA
4.50 V,684.00 mW,151.50 mA
4.50 V,684.00 mW,152.40 mA
4.50 V,678.00 mW,151.10 mA
4.50 V,678.00 mW,152.00 mA
4.50 V,682.00 mW,150.90 mA
4.50 V,642.00 mW,152.30 mA
4.51 V,684.00 mW,152.10 mA
4.50 V,682.00 mW,153.40 mA
