Bus Voltage,Power,Current
4.81 V,298.00 mW,67.60 mA
4.81 V,338.00 mW,71.60 mA
4.68 V,340.00 mW,113.60 mA
4.58 V,682.00 mW,147.30 mA
4.58 V,678.00 mW,148.20 mA
4.58 V,678.00 mW,147.80 mA
4.59 V,678.00 mW,147.40 mA
4.59 V,682.00 mW,147.00 mA
4.59 V,676.00 mW,147.30 mA
4.56 V,676.00 mW,147.20 mA
4.55 V,668.00 mW,147.20 mA
4.54 V,672.00 mW,147.30 mA
4.52 V,668.00 mW,148.00 mA
4.52 V,676.00 mW,147.60 mA
4.52 V,668.00 mW,147.50 mA
4.79 V,334.00 mW,70.10 mA
4.52 V,668.00 mW,148.30 mA
4.52 V,668.00 mW,148.00 mA
4.52 V,668.00 mW,147.00 mA
4.52 V,668.00 mW,146.80 mA
4.52 V,666.00 mW,147.60 mA
4.52 V,672.00 mW,147.30 mA
4.53 V,668.00 mW,147.80 mA
4.52 V,672.00 mW,147.40 mA
4.52 V,672.00 mW,147.60 mA
4.52 V,672.00 mW,148.00 mA
4.53 V,668.00 mW,147.20 mA
4.52 V,668.00 mW,147.00 mA
4.78 V,360.00 mW,72.70 mA
4.52 V,666.00 mW,148.70 mA
4.52 V,666.00 mW,147.20 mA
4.52 V,666.00 mW,148.70 mA
4.53 V,666.00 mW,148.00 mA
4.52 V,668.00 mW,149.10 mA
4.53 V,666.00 mW,148.20 mA
4.52 V,672.00 mW,149.40 mA
4.52 V,668.00 mW,148.00 mA
4.52 V,666.00 mW,149.10 mA
4.52 V,662.00 mW,147.20 mA
4.52 V,668.00 mW,148.20 mA
4.52 V,666.00 mW,147.20 mA
4.66 V,636.00 mW,75.50 mA
4.52 V,672.00 mW,147.70 mA
4.53 V,668.00 mW,148.70 mA
4.52 V,668.00 mW,147.90 mA
4.53 V,668.00 mW,147.90 mA
4.52 V,672.00 mW,147.90 mA
4.52 V,668.00 mW,147.60 mA
4.52 V,668.00 mW,147.40 mA
4.53 V,666.00 mW,147.10 mA
4.52 V,668.00 mW,147.20 mA
4.52 V,666.00 mW,147.60 mA
4.53 V,672.00 mW,147.90 mA
4.53 V,668.00 mW,147.50 mA
4.57 V,682.00 mW,123.00 mA
4.53 V,672.00 mW,148.00 mA
4.53 V,672.00 mW,147.70 mA
4.53 V,666.00 mW,147.30 mA
4.52 V,672.00 mW,147.30 mA
4.52 V,666.00 mW,147.30 mA
4.52 V,672.00 mW,147.40 mA
4.52 V,630.00 mW,147.40 mA
4.53 V,672.00 mW,147.20 mA
4.52 V,672.00 mW,147.60 mA
4.53 V,672.00 mW,147.80 mA
4.53 V,668.00 mW,147.40 mA
4.53 V,672.00 mW,147.40 mA
4.52 V,668.00 mW,131.30 mA
4.52 V,668.00 mW,147.00 mA
4.52 V,668.00 mW,146.70 mA
4.52 V,672.00 mW,147.30 mA
4.52 V,666.00 mW,148.10 mA
4.52 V,676.00 mW,147.20 mA
4.53 V,668.00 mW,147.50 mA
4.54 V,622.00 mW,147.70 mA
4.52 V,668.00 mW,147.80 mA
4.52 V,678.00 mW,146.90 mA
4.52 V,666.00 mW,147.30 mA
4.52 V,672.00 mW,147.20 mA
4.52 V,666.00 mW,146.80 mA
4.52 V,672.00 mW,148.00 mA
4.52 V,666.00 mW,147.30 mA
4.52 V,672.00 mW,147.70 mA
4.53 V,672.00 mW,147.90 mA
4.52 V,672.00 mW,147.60 mA
4.53 V,668.00 mW,147.20 mA
4.52 V,676.00 mW,147.20 mA
4.55 V,494.00 mW,147.60 mA
4.52 V,666.00 mW,147.50 mA
4.52 V,666.00 mW,147.00 mA
4.52 V,668.00 mW,146.80 mA
4.52 V,666.00 mW,147.60 mA
4.52 V,676.00 mW,147.90 mA
4.53 V,666.00 mW,149.50 mA
4.52 V,672.00 mW,147.40 mA
4.52 V,668.00 mW,147.90 mA
4.52 V,672.00 mW,147.70 mA
4.52 V,668.00 mW,147.10 mA
4.52 V,672.00 mW,147.00 mA
4.52 V,668.00 mW,147.40 mA
4.57 V,484.00 mW,141.40 mA
4.53 V,666.00 mW,147.60 mA
4.52 V,672.00 mW,147.80 mA
4.52 V,668.00 mW,148.40 mA
4.52 V,668.00 mW,148.40 mA
4.53 V,668.00 mW,147.20 mA
4.52 V,672.00 mW,147.90 mA
4.52 V,668.00 mW,147.40 mA
4.52 V,666.00 mW,147.60 mA
4.52 V,662.00 mW,146.90 mA
4.52 V,666.00 mW,147.30 mA
4.52 V,666.00 mW,147.70 mA
4.52 V,672.00 mW,147.80 mA
4.68 V,422.00 mW,137.90 mA
4.52 V,672.00 mW,147.60 mA
4.53 V,672.00 mW,147.60 mA
4.52 V,666.00 mW,147.80 mA
4.52 V,666.00 mW,147.20 mA
4.52 V,668.00 mW,147.60 mA
4.52 V,662.00 mW,147.30 mA
4.52 V,666.00 mW,148.10 mA
4.52 V,666.00 mW,147.70 mA
4.52 V,668.00 mW,148.50 mA
4.52 V,668.00 mW,148.00 mA
4.52 V,672.00 mW,148.70 mA
4.52 V,666.00 mW,148.10 mA
4.68 V,344.00 mW,109.60 mA
4.52 V,666.00 mW,147.40 mA
4.52 V,668.00 mW,148.70 mA
4.53 V,666.00 mW,147.10 mA
4.52 V,668.00 mW,148.30 mA
4.53 V,672.00 mW,147.70 mA
4.52 V,668.00 mW,148.50 mA
4.53 V,668.00 mW,147.30 mA
4.53 V,676.00 mW,148.50 mA
4.53 V,668.00 mW,147.60 mA
4.52 V,666.00 mW,148.10 mA
4.53 V,666.00 mW,146.80 mA
4.52 V,668.00 mW,148.00 mA
4.80 V,338.00 mW,104.80 mA
4.52 V,666.00 mW,148.90 mA
4.53 V,668.00 mW,147.80 mA
4.52 V,672.00 mW,148.50 mA
4.53 V,668.00 mW,148.40 mA
4.52 V,668.00 mW,149.20 mA
4.53 V,668.00 mW,147.00 mA
4.52 V,668.00 mW,148.10 mA
4.52 V,668.00 mW,147.10 mA
4.52 V,662.00 mW,148.90 mA
4.53 V,666.00 mW,147.20 mA
4.53 V,666.00 mW,149.10 mA
4.52 V,668.00 mW,147.60 mA
4.80 V,338.00 mW,72.30 mA
4.53 V,676.00 mW,147.40 mA
4.52 V,668.00 mW,148.90 mA
4.52 V,676.00 mW,146.90 mA
4.52 V,662.00 mW,147.60 mA
4.52 V,666.00 mW,147.00 mA
4.52 V,666.00 mW,148.20 mA
4.52 V,668.00 mW,147.20 mA
4.53 V,666.00 mW,147.70 mA
4.53 V,672.00 mW,147.50 mA
4.53 V,668.00 mW,148.60 mA
4.53 V,676.00 mW,147.60 mA
4.53 V,668.00 mW,147.60 mA
4.80 V,340.00 mW,70.00 mA
4.52 V,668.00 mW,147.30 mA
4.53 V,672.00 mW,147.20 mA
4.53 V,666.00 mW,146.90 mA
4.53 V,668.00 mW,147.10 mA
4.53 V,668.00 mW,148.00 mA
4.53 V,668.00 mW,148.00 mA
4.53 V,668.00 mW,148.00 mA
4.53 V,672.00 mW,147.80 mA
4.53 V,672.00 mW,147.70 mA
4.52 V,668.00 mW,148.20 mA
4.53 V,668.00 mW,146.80 mA
4.53 V,668.00 mW,146.90 mA
4.80 V,324.00 mW,70.50 mA
4.52 V,666.00 mW,148.10 mA
4.53 V,668.00 mW,147.70 mA
4.53 V,672.00 mW,149.00 mA
4.52 V,668.00 mW,147.90 mA
4.53 V,668.00 mW,149.10 mA
4.53 V,668.00 mW,147.70 mA
4.53 V,672.00 mW,148.30 mA
4.52 V,666.00 mW,147.50 mA
4.53 V,666.00 mW,148.90 mA
4.52 V,668.00 mW,146.90 mA
4.52 V,666.00 mW,148.60 mA
4.53 V,668.00 mW,147.80 mA
4.81 V,364.00 mW,72.90 mA
4.53 V,676.00 mW,147.40 mA
4.52 V,668.00 mW,148.40 mA
4.53 V,676.00 mW,147.70 mA
4.53 V,668.00 mW,147.60 mA
4.52 V,672.00 mW,147.10 mA
4.52 V,666.00 mW,147.50 mA
4.52 V,676.00 mW,146.90 mA
4.52 V,666.00 mW,146.90 mA
4.52 V,672.00 mW,147.20 mA
4.53 V,666.00 mW,148.70 mA
4.53 V,672.00 mW,147.90 mA
4.53 V,668.00 mW,147.80 mA
4.67 V,554.00 mW,75.70 mA
4.52 V,668.00 mW,147.90 mA
4.52 V,672.00 mW,147.40 mA
4.52 V,666.00 mW,146.70 mA
4.52 V,668.00 mW,147.30 mA
4.52 V,666.00 mW,148.00 mA
4.52 V,668.00 mW,147.30 mA
4.53 V,668.00 mW,147.00 mA
4.52 V,672.00 mW,147.90 mA
4.53 V,668.00 mW,147.90 mA
4.52 V,672.00 mW,148.40 mA
4.53 V,668.00 mW,147.80 mA
4.52 V,668.00 mW,147.30 mA
4.56 V,672.00 mW,124.40 mA
4.52 V,666.00 mW,147.90 mA
4.52 V,662.00 mW,147.10 mA
4.52 V,668.00 mW,148.10 mA
4.53 V,668.00 mW,147.90 mA
4.52 V,668.00 mW,148.10 mA
4.53 V,668.00 mW,147.60 mA
4.52 V,632.00 mW,147.60 mA
4.52 V,668.00 mW,147.90 mA
4.52 V,668.00 mW,147.80 mA
4.53 V,666.00 mW,146.90 mA
4.52 V,668.00 mW,147.30 mA
4.52 V,666.00 mW,147.30 mA
4.51 V,668.00 mW,133.00 mA
4.53 V,668.00 mW,147.40 mA
4.53 V,672.00 mW,148.50 mA
4.53 V,672.00 mW,147.90 mA
4.52 V,668.00 mW,148.90 mA
4.53 V,668.00 mW,147.20 mA
4.52 V,668.00 mW,148.10 mA
4.53 V,610.00 mW,147.30 mA
4.52 V,666.00 mW,148.10 mA
4.52 V,666.00 mW,147.10 mA
4.52 V,668.00 mW,148.70 mA
4.52 V,668.00 mW,148.00 mA
4.52 V,668.00 mW,149.20 mA
4.52 V,668.00 mW,148.60 mA
4.52 V,672.00 mW,149.10 mA
4.53 V,672.00 mW,147.20 mA
4.53 V,668.00 mW,148.00 mA
4.53 V,666.00 mW,147.10 mA
4.52 V,668.00 mW,148.30 mA
4.52 V,666.00 mW,147.20 mA
4.57 V,590.00 mW,148.70 mA
4.52 V,668.00 mW,147.40 mA
4.53 V,672.00 mW,148.80 mA
4.53 V,668.00 mW,148.00 mA
4.53 V,668.00 mW,148.80 mA
4.53 V,668.00 mW,147.30 mA
4.52 V,666.00 mW,149.90 mA
4.52 V,668.00 mW,147.20 mA
4.52 V,666.00 mW,148.80 mA
4.53 V,666.00 mW,147.00 mA
4.52 V,668.00 mW,148.70 mA
4.53 V,668.00 mW,149.00 mA
4.53 V,668.00 mW,148.60 mA
4.58 V,484.00 mW,141.00 mA
4.52 V,668.00 mW,148.80 mA
4.53 V,672.00 mW,147.30 mA
4.53 V,666.00 mW,147.40 mA
4.52 V,668.00 mW,147.30 mA
4.52 V,668.00 mW,148.40 mA
4.52 V,668.00 mW,148.70 mA
4.53 V,668.00 mW,149.50 mA
4.53 V,668.00 mW,148.10 mA
4.53 V,672.00 mW,149.00 mA
4.53 V,668.00 mW,147.70 mA
4.53 V,668.00 mW,148.80 mA
4.53 V,668.00 mW,147.10 mA
4.68 V,410.00 mW,137.70 mA
4.52 V,668.00 mW,147.30 mA
4.52 V,666.00 mW,147.80 mA
4.53 V,666.00 mW,147.20 mA
4.53 V,668.00 mW,148.60 mA
