Bus Voltage,Power,Current
4.84 V,220.00 mW,69.10 mA
4.82 V,338.00 mW,69.90 mA
4.78 V,334.00 mW,139.30 mA
4.45 V,868.00 mW,195.80 mA
4.44 V,872.00 mW,195.40 mA
4.43 V,866.00 mW,195.30 mA
4.43 V,872.00 mW,195.50 mA
4.42 V,866.00 mW,197.10 mA
4.42 V,868.00 mW,195.60 mA
4.44 V,872.00 mW,196.80 mA
4.44 V,872.00 mW,195.90 mA
4.44 V,874.00 mW,196.20 mA
4.44 V,872.00 mW,195.10 mA
4.45 V,868.00 mW,195.90 mA
4.44 V,868.00 mW,195.30 mA
4.83 V,348.00 mW,71.10 mA
4.45 V,874.00 mW,195.40 mA
4.46 V,872.00 mW,195.70 mA
4.46 V,878.00 mW,195.70 mA
4.45 V,872.00 mW,195.80 mA
4.45 V,874.00 mW,195.50 mA
4.45 V,872.00 mW,195.10 mA
4.45 V,874.00 mW,195.20 mA
4.46 V,868.00 mW,195.60 mA
4.46 V,872.00 mW,195.40 mA
4.46 V,868.00 mW,195.20 mA
4.46 V,872.00 mW,195.60 mA
4.46 V,872.00 mW,195.60 mA
4.83 V,374.00 mW,75.30 mA
4.47 V,874.00 mW,195.90 mA
4.46 V,874.00 mW,195.60 mA
4.47 V,878.00 mW,195.50 mA
4.46 V,872.00 mW,195.80 mA
4.46 V,872.00 mW,194.80 mA
4.46 V,874.00 mW,195.40 mA
4.47 V,872.00 mW,195.40 mA
4.46 V,872.00 mW,196.20 mA
4.47 V,874.00 mW,195.30 mA
4.47 V,878.00 mW,196.30 mA
4.47 V,874.00 mW,195.60 mA
4.47 V,872.00 mW,196.50 mA
4.85 V,544.00 mW,67.80 mA
4.47 V,874.00 mW,196.20 mA
4.47 V,874.00 mW,195.00 mA
4.47 V,872.00 mW,195.90 mA
4.47 V,872.00 mW,195.10 mA
4.46 V,872.00 mW,196.40 mA
4.47 V,874.00 mW,195.30 mA
4.47 V,874.00 mW,196.10 mA
4.47 V,878.00 mW,195.70 mA
4.47 V,874.00 mW,197.00 mA
4.47 V,874.00 mW,195.50 mA
4.46 V,872.00 mW,195.50 mA
4.46 V,872.00 mW,195.00 mA
4.65 V,848.00 mW,76.80 mA
4.46 V,872.00 mW,194.70 mA
4.46 V,872.00 mW,195.30 mA
4.46 V,874.00 mW,195.90 mA
4.45 V,872.00 mW,196.10 mA
4.46 V,878.00 mW,195.50 mA
