Bus Voltage,Power,Current
4.83 V,324.00 mW,70.10 mA
4.82 V,348.00 mW,70.70 mA
4.68 V,338.00 mW,125.60 mA
4.45 V,750.00 mW,169.20 mA
4.46 V,750.00 mW,168.50 mA
4.46 V,750.00 mW,169.20 mA
4.44 V,744.00 mW,167.20 mA
4.44 V,748.00 mW,168.60 mA
4.45 V,748.00 mW,168.40 mA
4.45 V,750.00 mW,169.40 mA
4.46 V,750.00 mW,168.50 mA
4.46 V,754.00 mW,169.70 mA
4.46 V,750.00 mW,168.50 mA
4.46 V,750.00 mW,169.50 mA
4.46 V,750.00 mW,168.10 mA
4.81 V,358.00 mW,71.90 mA
4.46 V,754.00 mW,167.60 mA
4.46 V,750.00 mW,168.10 mA
4.46 V,754.00 mW,167.80 mA
4.45 V,748.00 mW,168.10 mA
4.44 V,754.00 mW,167.70 mA
4.44 V,748.00 mW,167.90 mA
4.45 V,754.00 mW,168.60 mA
4.45 V,748.00 mW,169.20 mA
4.45 V,754.00 mW,168.10 mA
4.45 V,748.00 mW,168.10 mA
4.45 V,750.00 mW,167.50 mA
4.45 V,748.00 mW,168.70 mA
4.81 V,330.00 mW,70.10 mA
4.46 V,748.00 mW,167.90 mA
4.46 V,754.00 mW,168.40 mA
4.46 V,750.00 mW,168.70 mA
4.45 V,754.00 mW,169.00 mA
4.45 V,750.00 mW,168.40 mA
4.45 V,754.00 mW,168.50 mA
4.46 V,750.00 mW,168.50 mA
4.45 V,750.00 mW,168.60 mA
4.46 V,750.00 mW,168.20 mA
4.45 V,750.00 mW,168.80 mA
4.46 V,750.00 mW,167.90 mA
4.46 V,750.00 mW,169.30 mA
4.80 V,540.00 mW,68.10 mA
4.46 V,754.00 mW,169.60 mA
4.47 V,754.00 mW,168.70 mA
4.47 V,754.00 mW,170.00 mA
4.46 V,750.00 mW,168.50 mA
4.46 V,750.00 mW,168.80 mA
4.46 V,750.00 mW,167.80 mA
4.46 V,750.00 mW,169.30 mA
4.46 V,750.00 mW,168.20 mA
4.46 V,754.00 mW,169.10 mA
4.45 V,750.00 mW,168.50 mA
4.44 V,748.00 mW,169.70 mA
4.45 V,748.00 mW,168.40 mA
4.60 V,702.00 mW,96.80 mA
4.46 V,754.00 mW,168.30 mA
4.45 V,748.00 mW,168.50 mA
4.46 V,754.00 mW,167.60 mA
4.45 V,748.00 mW,168.20 mA
4.46 V,754.00 mW,168.50 mA
4.46 V,748.00 mW,168.30 mA
4.48 V,712.00 mW,168.80 mA
4.46 V,754.00 mW,168.40 mA
4.46 V,756.00 mW,168.80 mA
4.46 V,750.00 mW,168.40 mA
4.46 V,754.00 mW,168.10 mA
4.46 V,748.00 mW,168.30 mA
4.46 V,754.00 mW,133.30 mA
4.45 V,748.00 mW,168.40 mA
4.46 V,754.00 mW,168.30 mA
4.46 V,750.00 mW,169.20 mA
4.46 V,754.00 mW,168.60 mA
4.46 V,754.00 mW,168.60 mA
4.46 V,756.00 mW,168.50 mA
4.50 V,678.00 mW,168.90 mA
4.46 V,756.00 mW,168.50 mA
4.47 V,750.00 mW,168.00 mA
4.49 V,760.00 mW,167.70 mA
4.47 V,754.00 mW,168.40 mA
4.47 V,756.00 mW,168.20 mA
4.47 V,754.00 mW,164.00 mA
4.47 V,756.00 mW,168.70 mA
4.48 V,756.00 mW,169.00 mA
4.48 V,760.00 mW,169.10 mA
4.48 V,754.00 mW,168.50 mA
4.47 V,756.00 mW,168.40 mA
4.47 V,754.00 mW,168.50 mA
4.52 V,530.00 mW,163.70 mA
4.47 V,750.00 mW,167.90 mA
4.47 V,756.00 mW,168.30 mA
4.47 V,754.00 mW,168.70 mA
4.47 V,756.00 mW,168.70 mA
4.48 V,756.00 mW,168.70 mA
4.47 V,756.00 mW,167.20 mA
4.47 V,756.00 mW,168.90 mA
4.47 V,760.00 mW,168.50 mA
4.47 V,754.00 mW,168.30 mA
4.47 V,756.00 mW,167.80 mA
4.47 V,750.00 mW,168.50 mA
4.47 V,756.00 mW,168.70 mA
4.65 V,502.00 mW,160.20 mA
4.48 V,756.00 mW,169.20 mA
4.48 V,756.00 mW,169.00 mA
4.47 V,756.00 mW,168.60 mA
4.48 V,754.00 mW,168.10 mA
4.47 V,756.00 mW,168.50 mA
4.48 V,754.00 mW,168.50 mA
4.47 V,754.00 mW,168.80 mA
4.48 V,754.00 mW,168.20 mA
4.47 V,756.00 mW,169.10 mA
4.48 V,754.00 mW,169.00 mA
4.48 V,754.00 mW,169.30 mA
4.48 V,754.00 mW,168.00 mA
4.68 V,344.00 mW,155.00 mA
4.48 V,754.00 mW,168.80 mA
4.47 V,756.00 mW,168.70 mA
4.48 V,754.00 mW,168.30 mA
4.47 V,756.00 mW,168.20 mA
4.48 V,754.00 mW,168.50 mA
4.48 V,756.00 mW,168.80 mA
4.48 V,756.00 mW,168.70 mA
4.48 V,756.00 mW,169.20 mA
4.48 V,756.00 mW,168.60 mA
4.48 V,760.00 mW,169.20 mA
4.48 V,754.00 mW,168.70 mA
4.47 V,756.00 mW,168.70 mA
4.70 V,338.00 mW,120.40 mA
4.47 V,754.00 mW,169.00 mA
4.47 V,754.00 mW,168.40 mA
4.48 V,756.00 mW,169.60 mA
4.48 V,754.00 mW,169.20 mA
4.47 V,754.00 mW,169.80 mA
