Bus Voltage,Power,Current
4.65 V,196.00 mW,47.90 mA
4.08 V,322.00 mW,139.10 mA
4.04 V,570.00 mW,141.50 mA
4.05 V,570.00 mW,141.60 mA
4.04 V,574.00 mW,141.60 mA
4.05 V,574.00 mW,141.60 mA
4.05 V,574.00 mW,141.70 mA
4.05 V,574.00 mW,141.30 mA
4.04 V,570.00 mW,141.50 mA
4.04 V,574.00 mW,141.40 mA
4.05 V,574.00 mW,141.60 mA
4.04 V,570.00 mW,141.50 mA
4.04 V,570.00 mW,141.50 mA
4.04 V,574.00 mW,141.60 mA
4.04 V,574.00 mW,141.60 mA
4.04 V,574.00 mW,141.50 mA
4.04 V,574.00 mW,141.80 mA
4.05 V,574.00 mW,141.70 mA
4.04 V,574.00 mW,141.60 mA
4.04 V,574.00 mW,142.00 mA
4.04 V,574.00 mW,141.40 mA
4.04 V,574.00 mW,141.70 mA
4.04 V,570.00 mW,141.40 mA
4.04 V,574.00 mW,142.10 mA
4.04 V,570.00 mW,141.40 mA
4.04 V,574.00 mW,141.50 mA
4.04 V,574.00 mW,141.60 mA
4.04 V,574.00 mW,141.80 mA
4.04 V,574.00 mW,142.00 mA
4.04 V,574.00 mW,142.40 mA
4.04 V,574.00 mW,141.30 mA
4.04 V,570.00 mW,142.00 mA
4.04 V,574.00 mW,141.70 mA
4.04 V,574.00 mW,142.40 mA
4.04 V,574.00 mW,141.80 mA
4.04 V,574.00 mW,141.70 mA
4.04 V,574.00 mW,142.10 mA
4.04 V,574.00 mW,141.50 mA
4.04 V,574.00 mW,141.50 mA
4.04 V,574.00 mW,142.00 mA
4.04 V,574.00 mW,142.00 mA
4.04 V,574.00 mW,141.80 mA
4.04 V,574.00 mW,141.80 mA
4.04 V,574.00 mW,141.90 mA
4.04 V,574.00 mW,141.90 mA
4.04 V,574.00 mW,141.60 mA
4.04 V,574.00 mW,141.80 mA
4.04 V,574.00 mW,142.20 mA
4.04 V,574.00 mW,142.10 mA
4.04 V,574.00 mW,141.50 mA
4.04 V,574.00 mW,141.70 mA
4.04 V,574.00 mW,141.90 mA
4.04 V,574.00 mW,141.80 mA
4.64 V,242.00 mW,106.00 mA
4.04 V,570.00 mW,141.50 mA
4.04 V,574.00 mW,141.70 mA
4.04 V,570.00 mW,142.00 mA
4.04 V,574.00 mW,141.70 mA
4.04 V,574.00 mW,141.40 mA
4.04 V,574.00 mW,141.60 mA
4.04 V,574.00 mW,141.50 mA
4.04 V,574.00 mW,141.60 mA
4.04 V,574.00 mW,141.70 mA
4.04 V,574.00 mW,142.10 mA
4.04 V,574.00 mW,141.80 mA
4.04 V,574.00 mW,141.80 mA
4.04 V,574.00 mW,141.70 mA
4.04 V,574.00 mW,142.10 mA
4.04 V,574.00 mW,142.10 mA
4.04 V,574.00 mW,142.00 mA
4.04 V,574.00 mW,142.00 mA
4.04 V,576.00 mW,142.20 mA
4.04 V,574.00 mW,141.90 mA
4.04 V,574.00 mW,141.70 mA
4.04 V,574.00 mW,141.70 mA
4.04 V,574.00 mW,141.80 mA
4.04 V,574.00 mW,141.60 mA
4.04 V,574.00 mW,141.90 mA
4.04 V,574.00 mW,141.40 mA
4.04 V,574.00 mW,141.70 mA
4.04 V,574.00 mW,141.60 mA
4.04 V,574.00 mW,141.60 mA
4.04 V,574.00 mW,141.60 mA
4.04 V,574.00 mW,141.90 mA
4.04 V,574.00 mW,141.90 mA
4.04 V,574.00 mW,141.70 mA
4.04 V,574.00 mW,141.50 mA
4.04 V,574.00 mW,141.90 mA
4.04 V,574.00 mW,141.80 mA
4.04 V,574.00 mW,141.50 mA
4.04 V,574.00 mW,141.70 mA
4.04 V,574.00 mW,142.10 mA
4.04 V,570.00 mW,141.70 mA
4.04 V,574.00 mW,141.80 mA
4.04 V,574.00 mW,141.80 mA
4.04 V,574.00 mW,142.10 mA
4.04 V,574.00 mW,141.70 mA
4.04 V,574.00 mW,141.70 mA
4.04 V,574.00 mW,141.80 mA
4.04 V,574.00 mW,142.10 mA
4.04 V,574.00 mW,141.60 mA
4.04 V,576.00 mW,142.00 mA
4.04 V,574.00 mW,141.90 mA
4.04 V,574.00 mW,142.00 mA
4.56 V,314.00 mW,51.30 mA
4.04 V,574.00 mW,141.70 mA
4.04 V,574.00 mW,141.80 mA
4.04 V,574.00 mW,141.80 mA
4.04 V,574.00 mW,141.60 mA
4.04 V,570.00 mW,141.70 mA
4.04 V,574.00 mW,142.00 mA
4.04 V,574.00 mW,142.00 mA
4.04 V,574.00 mW,142.10 mA
4.04 V,574.00 mW,141.40 mA
4.04 V,574.00 mW,141.80 mA
4.04 V,574.00 mW,142.00 mA
4.04 V,574.00 mW,141.70 mA
4.04 V,574.00 mW,141.90 mA
4.04 V,574.00 mW,141.80 mA
4.03 V,574.00 mW,142.10 mA
4.04 V,574.00 mW,141.80 mA
4.04 V,574.00 mW,142.00 mA
4.04 V,574.00 mW,142.30 mA
4.04 V,574.00 mW,141.90 mA
4.04 V,570.00 mW,141.70 mA
4.04 V,574.00 mW,142.00 mA
4.04 V,574.00 mW,141.70 mA
4.04 V,574.00 mW,141.70 mA
4.04 V,574.00 mW,141.90 mA
4.04 V,574.00 mW,141.80 mA
4.04 V,574.00 mW,142.10 mA
4.04 V,574.00 mW,141.80 mA
4.04 V,574.00 mW,142.10 mA
4.04 V,574.00 mW,141.90 mA
4.04 V,574.00 mW,142.10 mA
4.04 V,574.00 mW,141.70 mA
4.04 V,574.00 mW,141.50 mA
4.04 V,574.00 mW,141.80 mA
4.04 V,574.00 mW,142.50 mA
4.04 V,574.00 mW,142.00 mA
4.04 V,574.00 mW,142.00 mA
