Bus Voltage,Power,Current
4.77 V,212.00 mW,50.50 mA
4.58 V,252.00 mW,90.90 mA
4.58 V,416.00 mW,90.70 mA
4.58 V,416.00 mW,90.90 mA
4.58 V,416.00 mW,90.80 mA
4.58 V,416.00 mW,91.30 mA
4.58 V,416.00 mW,90.80 mA
4.58 V,416.00 mW,90.90 mA
4.58 V,416.00 mW,91.20 mA
4.58 V,416.00 mW,90.90 mA
4.58 V,416.00 mW,91.00 mA
4.58 V,416.00 mW,91.30 mA
4.58 V,416.00 mW,90.60 mA
4.58 V,416.00 mW,90.50 mA
4.58 V,416.00 mW,91.30 mA
4.57 V,416.00 mW,90.70 mA
4.57 V,416.00 mW,90.90 mA
4.57 V,420.00 mW,91.10 mA
4.58 V,416.00 mW,91.20 mA
4.57 V,416.00 mW,90.80 mA
4.57 V,416.00 mW,91.20 mA
4.58 V,416.00 mW,91.10 mA
4.57 V,416.00 mW,90.70 mA
4.58 V,416.00 mW,90.80 mA
4.57 V,416.00 mW,91.40 mA
4.58 V,412.00 mW,90.60 mA
4.57 V,416.00 mW,90.70 mA
4.57 V,416.00 mW,91.30 mA
4.57 V,416.00 mW,91.00 mA
4.57 V,416.00 mW,90.90 mA
4.57 V,416.00 mW,91.30 mA
4.57 V,416.00 mW,91.00 mA
4.58 V,412.00 mW,90.60 mA
4.57 V,416.00 mW,91.30 mA
4.57 V,416.00 mW,91.30 mA
4.57 V,412.00 mW,90.40 mA
4.56 V,416.00 mW,91.40 mA
4.56 V,412.00 mW,91.00 mA
4.57 V,412.00 mW,90.70 mA
4.57 V,416.00 mW,90.90 mA
4.57 V,412.00 mW,91.20 mA
4.57 V,416.00 mW,90.70 mA
4.56 V,416.00 mW,90.90 mA
4.56 V,416.00 mW,91.40 mA
4.56 V,412.00 mW,90.60 mA
4.56 V,416.00 mW,90.80 mA
4.56 V,416.00 mW,91.20 mA
4.56 V,412.00 mW,90.80 mA
4.57 V,416.00 mW,90.80 mA
4.56 V,416.00 mW,91.40 mA
4.56 V,412.00 mW,91.20 mA
4.56 V,412.00 mW,90.60 mA
4.56 V,416.00 mW,91.00 mA
4.56 V,412.00 mW,91.30 mA
4.56 V,412.00 mW,90.20 mA
4.56 V,286.00 mW,90.30 mA
4.55 V,412.00 mW,90.70 mA
4.56 V,412.00 mW,90.40 mA
4.55 V,412.00 mW,90.80 mA
4.55 V,412.00 mW,90.80 mA
4.55 V,412.00 mW,90.70 mA
4.55 V,412.00 mW,90.80 mA
4.54 V,412.00 mW,91.30 mA
4.54 V,410.00 mW,90.80 mA
4.53 V,410.00 mW,90.20 mA
4.50 V,406.00 mW,89.50 mA
4.48 V,400.00 mW,91.00 mA
4.48 V,400.00 mW,89.50 mA
4.47 V,400.00 mW,89.50 mA
4.51 V,406.00 mW,90.50 mA
4.48 V,400.00 mW,89.20 mA
4.51 V,410.00 mW,90.60 mA
4.47 V,400.00 mW,89.50 mA
4.52 V,410.00 mW,90.20 mA
4.51 V,410.00 mW,90.40 mA
4.48 V,400.00 mW,90.20 mA
4.51 V,406.00 mW,89.90 mA
4.47 V,400.00 mW,89.20 mA
4.46 V,400.00 mW,89.20 mA
4.47 V,400.00 mW,89.30 mA
