Bus Voltage,Power,Current
4.71 V,252.00 mW,60.50 mA
4.69 V,286.00 mW,60.60 mA
4.70 V,286.00 mW,60.40 mA
4.69 V,282.00 mW,60.60 mA
4.31 V,512.00 mW,118.60 mA
4.31 V,512.00 mW,118.80 mA
4.31 V,512.00 mW,118.80 mA
4.31 V,512.00 mW,118.70 mA
4.31 V,512.00 mW,119.00 mA
4.30 V,512.00 mW,118.80 mA
4.30 V,512.00 mW,118.70 mA
4.31 V,512.00 mW,118.60 mA
4.30 V,514.00 mW,118.70 mA
4.30 V,512.00 mW,118.80 mA
4.30 V,512.00 mW,119.20 mA
4.31 V,512.00 mW,119.00 mA
4.30 V,512.00 mW,118.60 mA
4.30 V,512.00 mW,118.90 mA
4.31 V,512.00 mW,118.80 mA
4.30 V,512.00 mW,118.90 mA
4.30 V,512.00 mW,118.90 mA
4.31 V,512.00 mW,118.70 mA
4.31 V,512.00 mW,119.00 mA
4.31 V,512.00 mW,118.70 mA
4.30 V,512.00 mW,118.80 mA
4.30 V,512.00 mW,118.80 mA
4.31 V,512.00 mW,119.10 mA
4.30 V,512.00 mW,118.70 mA
4.31 V,512.00 mW,118.80 mA
4.30 V,512.00 mW,118.80 mA
4.30 V,512.00 mW,118.70 mA
4.30 V,512.00 mW,119.00 mA
4.30 V,514.00 mW,118.50 mA
4.31 V,512.00 mW,118.60 mA
4.30 V,512.00 mW,119.20 mA
4.30 V,512.00 mW,118.90 mA
4.30 V,512.00 mW,118.70 mA
4.31 V,512.00 mW,119.10 mA
4.30 V,512.00 mW,118.70 mA
4.30 V,512.00 mW,118.90 mA
4.30 V,512.00 mW,118.90 mA
4.31 V,512.00 mW,119.20 mA
4.31 V,512.00 mW,119.10 mA
4.31 V,512.00 mW,118.80 mA
4.31 V,512.00 mW,119.00 mA
4.30 V,512.00 mW,118.90 mA
4.31 V,512.00 mW,119.00 mA
4.31 V,512.00 mW,119.10 mA
4.31 V,514.00 mW,118.70 mA
4.31 V,512.00 mW,119.00 mA
4.30 V,512.00 mW,118.50 mA
4.31 V,512.00 mW,119.00 mA
4.30 V,512.00 mW,118.80 mA
4.31 V,512.00 mW,119.20 mA
4.31 V,512.00 mW,118.90 mA
4.69 V,282.00 mW,60.20 mA
4.69 V,282.00 mW,60.10 mA
4.31 V,512.00 mW,118.50 mA
4.30 V,512.00 mW,118.70 mA
4.31 V,512.00 mW,118.60 mA
4.30 V,512.00 mW,118.70 mA
4.31 V,512.00 mW,118.70 mA
4.31 V,512.00 mW,118.50 mA
4.31 V,512.00 mW,118.70 mA
4.31 V,512.00 mW,118.70 mA
4.31 V,512.00 mW,118.90 mA
4.31 V,514.00 mW,118.70 mA
4.31 V,512.00 mW,118.70 mA
4.31 V,512.00 mW,118.80 mA
4.31 V,512.00 mW,119.00 mA
4.31 V,512.00 mW,118.80 mA
4.31 V,512.00 mW,118.70 mA
4.31 V,514.00 mW,118.70 mA
4.31 V,514.00 mW,119.00 mA
4.31 V,512.00 mW,118.80 mA
4.30 V,512.00 mW,119.20 mA
4.30 V,512.00 mW,118.20 mA
4.31 V,512.00 mW,118.90 mA
4.30 V,512.00 mW,118.60 mA
4.30 V,512.00 mW,118.90 mA
4.30 V,512.00 mW,118.90 mA
4.31 V,512.00 mW,119.10 mA
4.30 V,512.00 mW,118.80 mA
4.31 V,514.00 mW,119.00 mA
4.31 V,512.00 mW,118.70 mA
4.31 V,514.00 mW,118.90 mA
4.31 V,512.00 mW,118.50 mA
4.30 V,514.00 mW,119.20 mA
4.30 V,512.00 mW,118.80 mA
4.30 V,512.00 mW,118.70 mA
4.30 V,512.00 mW,119.00 mA
4.31 V,512.00 mW,118.80 mA
4.31 V,512.00 mW,118.70 mA
4.31 V,512.00 mW,118.80 mA
4.31 V,512.00 mW,118.80 mA
4.31 V,512.00 mW,118.90 mA
4.31 V,512.00 mW,118.80 mA
4.31 V,512.00 mW,118.90 mA
4.31 V,514.00 mW,119.00 mA
4.31 V,512.00 mW,118.70 mA
4.30 V,512.00 mW,118.90 mA
4.30 V,512.00 mW,118.90 mA
4.30 V,512.00 mW,119.00 mA
4.30 V,512.00 mW,118.80 mA
4.30 V,512.00 mW,118.90 mA
4.31 V,512.00 mW,119.10 mA
4.31 V,512.00 mW,118.80 mA
4.31 V,512.00 mW,118.80 mA
4.70 V,282.00 mW,60.20 mA
4.69 V,282.00 mW,60.30 mA
4.31 V,512.00 mW,118.40 mA
4.31 V,514.00 mW,118.90 mA
4.30 V,512.00 mW,118.60 mA
4.31 V,512.00 mW,118.50 mA
4.31 V,512.00 mW,118.80 mA
4.30 V,512.00 mW,118.70 mA
4.31 V,512.00 mW,118.40 mA
4.30 V,512.00 mW,119.10 mA
4.31 V,512.00 mW,119.00 mA
4.30 V,512.00 mW,118.90 mA
4.31 V,512.00 mW,119.30 mA
4.30 V,512.00 mW,119.00 mA
4.31 V,512.00 mW,118.80 mA
4.31 V,512.00 mW,118.70 mA
4.31 V,512.00 mW,118.80 mA
4.31 V,512.00 mW,118.90 mA
4.31 V,512.00 mW,119.20 mA
4.31 V,512.00 mW,118.80 mA
4.31 V,512.00 mW,118.90 mA
4.31 V,512.00 mW,119.00 mA
4.30 V,512.00 mW,118.90 mA
4.31 V,512.00 mW,118.90 mA
4.31 V,512.00 mW,118.80 mA
4.31 V,512.00 mW,118.80 mA
4.31 V,512.00 mW,119.20 mA
4.31 V,514.00 mW,118.70 mA
4.30 V,512.00 mW,119.20 mA
4.31 V,512.00 mW,118.90 mA
4.30 V,512.00 mW,118.90 mA
4.31 V,512.00 mW,119.10 mA
4.31 V,512.00 mW,118.90 mA
4.31 V,512.00 mW,119.00 mA
4.31 V,512.00 mW,118.70 mA
4.31 V,512.00 mW,118.90 mA
4.31 V,512.00 mW,119.00 mA
4.30 V,514.00 mW,119.10 mA
4.30 V,512.00 mW,119.00 mA
4.31 V,514.00 mW,118.80 mA
4.30 V,512.00 mW,118.80 mA
4.31 V,512.00 mW,118.90 mA
4.31 V,512.00 mW,118.60 mA
4.31 V,512.00 mW,118.70 mA
4.31 V,512.00 mW,119.00 mA
4.30 V,514.00 mW,119.00 mA
4.31 V,512.00 mW,118.80 mA
4.31 V,512.00 mW,119.00 mA
4.31 V,512.00 mW,118.80 mA
4.30 V,512.00 mW,119.30 mA
4.31 V,514.00 mW,118.50 mA
4.31 V,512.00 mW,118.70 mA
4.30 V,512.00 mW,118.90 mA
4.70 V,282.00 mW,60.20 mA
4.70 V,282.00 mW,100.50 mA
4.31 V,512.00 mW,118.90 mA
4.31 V,514.00 mW,118.50 mA
4.31 V,512.00 mW,118.40 mA
4.31 V,512.00 mW,118.60 mA
4.31 V,512.00 mW,118.90 mA
4.31 V,512.00 mW,118.90 mA
4.31 V,512.00 mW,118.90 mA
4.31 V,512.00 mW,118.80 mA
4.30 V,514.00 mW,118.80 mA
4.31 V,512.00 mW,118.90 mA
4.31 V,512.00 mW,118.80 mA
4.31 V,512.00 mW,118.60 mA
4.31 V,512.00 mW,118.90 mA
4.31 V,514.00 mW,118.80 mA
4.31 V,512.00 mW,119.00 mA
4.31 V,514.00 mW,118.90 mA
4.31 V,514.00 mW,119.00 mA
4.31 V,514.00 mW,118.70 mA
4.31 V,512.00 mW,118.70 mA
4.31 V,512.00 mW,119.10 mA
4.31 V,512.00 mW,118.90 mA
4.31 V,514.00 mW,118.90 mA
4.31 V,514.00 mW,118.80 mA
4.31 V,512.00 mW,119.00 mA
4.31 V,512.00 mW,118.50 mA
4.31 V,512.00 mW,118.90 mA
4.31 V,512.00 mW,118.50 mA
4.31 V,512.00 mW,118.40 mA
4.31 V,512.00 mW,118.70 mA
4.31 V,512.00 mW,118.90 mA
4.30 V,512.00 mW,118.90 mA
4.31 V,514.00 mW,118.70 mA
4.31 V,512.00 mW,118.90 mA
4.31 V,512.00 mW,118.90 mA
4.31 V,512.00 mW,118.70 mA
4.31 V,512.00 mW,118.70 mA
4.30 V,512.00 mW,118.40 mA
4.31 V,512.00 mW,118.90 mA
4.31 V,514.00 mW,119.20 mA
4.31 V,512.00 mW,118.60 mA
4.31 V,512.00 mW,119.10 mA
4.31 V,512.00 mW,118.90 mA
4.30 V,512.00 mW,118.80 mA
4.31 V,512.00 mW,118.80 mA
4.30 V,512.00 mW,119.10 mA
4.31 V,512.00 mW,118.70 mA
4.31 V,512.00 mW,118.90 mA
4.31 V,512.00 mW,119.00 mA
4.31 V,512.00 mW,118.80 mA
4.31 V,512.00 mW,118.80 mA
4.66 V,322.00 mW,62.10 mA
4.69 V,282.00 mW,60.10 mA
4.31 V,512.00 mW,118.60 mA
4.31 V,512.00 mW,119.00 mA
4.31 V,512.00 mW,118.70 mA
4.31 V,512.00 mW,118.60 mA
4.31 V,512.00 mW,118.70 mA
4.31 V,512.00 mW,118.70 mA
4.31 V,512.00 mW,118.90 mA
4.30 V,512.00 mW,118.90 mA
4.31 V,514.00 mW,118.80 mA
4.31 V,512.00 mW,118.70 mA
4.30 V,512.00 mW,118.70 mA
4.31 V,514.00 mW,119.00 mA
4.31 V,512.00 mW,118.90 mA
4.31 V,512.00 mW,118.50 mA
4.31 V,512.00 mW,118.40 mA
4.31 V,514.00 mW,118.70 mA
4.31 V,512.00 mW,118.80 mA
4.31 V,512.00 mW,118.50 mA
4.30 V,512.00 mW,118.50 mA
4.31 V,514.00 mW,118.90 mA
4.31 V,512.00 mW,119.00 mA
4.31 V,512.00 mW,118.70 mA
4.31 V,512.00 mW,119.30 mA
4.31 V,512.00 mW,118.70 mA
4.30 V,512.00 mW,118.60 mA
4.31 V,512.00 mW,118.50 mA
4.30 V,512.00 mW,119.50 mA
4.30 V,512.00 mW,118.30 mA
4.31 V,512.00 mW,118.90 mA
4.31 V,512.00 mW,118.70 mA
4.31 V,514.00 mW,119.00 mA
4.31 V,512.00 mW,118.70 mA
4.31 V,512.00 mW,118.80 mA
4.30 V,514.00 mW,118.90 mA
4.31 V,512.00 mW,118.80 mA
4.31 V,514.00 mW,118.80 mA
4.31 V,512.00 mW,118.50 mA
4.31 V,512.00 mW,118.80 mA
4.31 V,512.00 mW,118.70 mA
4.31 V,512.00 mW,119.10 mA
4.31 V,512.00 mW,118.70 mA
4.31 V,512.00 mW,118.70 mA
4.31 V,512.00 mW,118.80 mA
4.31 V,512.00 mW,118.80 mA
4.30 V,512.00 mW,118.70 mA
4.30 V,512.00 mW,118.80 mA
4.30 V,512.00 mW,118.90 mA
4.30 V,512.00 mW,118.80 mA
4.31 V,512.00 mW,118.60 mA
4.31 V,512.00 mW,118.90 mA
4.31 V,514.00 mW,118.70 mA
4.69 V,286.00 mW,60.50 mA
4.70 V,282.00 mW,60.20 mA
4.31 V,512.00 mW,118.50 mA
4.31 V,512.00 mW,118.60 mA
4.31 V,512.00 mW,118.80 mA
4.31 V,512.00 mW,118.80 mA
4.31 V,512.00 mW,118.40 mA
4.31 V,514.00 mW,118.80 mA
4.31 V,512.00 mW,118.60 mA
4.31 V,512.00 mW,118.80 mA
4.31 V,512.00 mW,118.50 mA
4.30 V,512.00 mW,118.80 mA
4.31 V,514.00 mW,119.10 mA
4.31 V,514.00 mW,118.80 mA
4.31 V,512.00 mW,118.80 mA
4.31 V,512.00 mW,119.00 mA
4.31 V,514.00 mW,118.90 mA
4.31 V,512.00 mW,118.70 mA
4.31 V,512.00 mW,118.80 mA
4.31 V,512.00 mW,118.80 mA
4.30 V,512.00 mW,118.90 mA
4.31 V,512.00 mW,118.90 mA
4.31 V,512.00 mW,118.80 mA
4.31 V,514.00 mW,118.90 mA
4.30 V,512.00 mW,118.50 mA
4.31 V,512.00 mW,118.50 mA
4.30 V,512.00 mW,119.00 mA
4.31 V,512.00 mW,119.00 mA
4.30 V,514.00 mW,119.00 mA
4.31 V,512.00 mW,119.00 mA
4.31 V,514.00 mW,119.00 mA
4.31 V,514.00 mW,118.80 mA
4.30 V,512.00 mW,118.70 mA
4.31 V,512.00 mW,119.10 mA
4.31 V,512.00 mW,118.80 mA
4.30 V,512.00 mW,118.60 mA
4.30 V,512.00 mW,118.70 mA
4.31 V,512.00 mW,119.00 mA
4.31 V,514.00 mW,118.80 mA
4.31 V,512.00 mW,119.20 mA
4.31 V,512.00 mW,118.50 mA
4.31 V,512.00 mW,118.60 mA
4.31 V,514.00 mW,119.40 mA
4.31 V,512.00 mW,118.90 mA
4.31 V,514.00 mW,118.70 mA
4.31 V,512.00 mW,118.70 mA
4.30 V,512.00 mW,118.30 mA
4.30 V,512.00 mW,118.90 mA
4.30 V,512.00 mW,118.80 mA
4.30 V,512.00 mW,118.90 mA
4.31 V,512.00 mW,118.50 mA
4.30 V,512.00 mW,118.70 mA
4.31 V,512.00 mW,118.70 mA
4.69 V,282.00 mW,59.80 mA
4.69 V,282.00 mW,60.10 mA
4.31 V,512.00 mW,118.80 mA
4.31 V,512.00 mW,118.80 mA
4.31 V,512.00 mW,118.60 mA
4.31 V,512.00 mW,118.70 mA
4.31 V,508.00 mW,118.80 mA
4.31 V,512.00 mW,118.60 mA
4.31 V,512.00 mW,118.80 mA
4.30 V,512.00 mW,118.80 mA
4.31 V,512.00 mW,118.70 mA
4.31 V,512.00 mW,118.90 mA
4.31 V,512.00 mW,118.90 mA
4.31 V,514.00 mW,119.00 mA
4.31 V,514.00 mW,119.00 mA
4.31 V,512.00 mW,119.10 mA
4.31 V,514.00 mW,118.90 mA
4.31 V,514.00 mW,118.40 mA
4.31 V,512.00 mW,119.10 mA
