Bus Voltage,Power,Current
4.69 V,250.00 mW,59.90 mA
4.67 V,278.00 mW,60.30 mA
4.67 V,282.00 mW,60.60 mA
4.67 V,282.00 mW,60.20 mA
4.32 V,482.00 mW,111.00 mA
4.32 V,478.00 mW,110.70 mA
4.32 V,482.00 mW,110.90 mA
4.32 V,478.00 mW,111.20 mA
4.32 V,478.00 mW,110.80 mA
4.32 V,482.00 mW,110.90 mA
4.32 V,478.00 mW,111.20 mA
4.32 V,478.00 mW,111.50 mA
4.32 V,482.00 mW,111.60 mA
4.32 V,482.00 mW,111.30 mA
4.32 V,482.00 mW,111.20 mA
4.32 V,482.00 mW,111.20 mA
4.32 V,478.00 mW,111.20 mA
4.31 V,482.00 mW,111.20 mA
4.32 V,478.00 mW,111.10 mA
4.32 V,482.00 mW,110.80 mA
4.32 V,478.00 mW,111.40 mA
4.32 V,478.00 mW,111.40 mA
4.32 V,478.00 mW,111.20 mA
4.32 V,482.00 mW,111.10 mA
4.32 V,482.00 mW,111.30 mA
4.32 V,482.00 mW,110.70 mA
4.32 V,482.00 mW,111.30 mA
4.31 V,478.00 mW,111.20 mA
4.32 V,478.00 mW,111.40 mA
4.32 V,478.00 mW,111.10 mA
4.32 V,478.00 mW,111.40 mA
4.32 V,482.00 mW,111.30 mA
4.32 V,482.00 mW,111.10 mA
4.32 V,482.00 mW,111.20 mA
4.32 V,482.00 mW,111.40 mA
4.32 V,482.00 mW,111.40 mA
4.32 V,482.00 mW,111.30 mA
4.32 V,482.00 mW,110.90 mA
4.32 V,478.00 mW,110.80 mA
4.32 V,482.00 mW,111.20 mA
4.32 V,482.00 mW,111.40 mA
4.32 V,482.00 mW,111.00 mA
4.32 V,478.00 mW,111.20 mA
4.32 V,478.00 mW,111.30 mA
4.32 V,478.00 mW,111.30 mA
4.32 V,478.00 mW,111.00 mA
4.32 V,482.00 mW,111.10 mA
4.32 V,482.00 mW,111.10 mA
4.32 V,482.00 mW,111.40 mA
4.32 V,482.00 mW,111.10 mA
4.31 V,482.00 mW,111.30 mA
4.32 V,482.00 mW,111.30 mA
